,conf,dim,budget,test_mse
0,72,5,250,1.285214096810683
1,72,5,500,0.8304000590076909
2,72,5,1500,3.6159539357735397
3,72,5,2500,4.540113295309587
4,72,5,5000,4.2068779876179345
5,72,5,7500,4.001721252415315
6,72,30,1500,0.14852318485910396
7,72,30,3000,0.2937611285305609
8,72,30,9000,1.8714826377514722
9,72,30,15000,0.9941955242514066
10,72,30,30000,1.5924571902289189
11,72,30,45000,1.920728249332921
