,conf,dim,budget,test_mse
0,230,5,250,1.471007112940654
1,230,5,500,0.6487452170390813
2,230,5,1500,3.8302472088410995
3,230,5,2500,4.502821840091913
4,230,5,5000,4.953936447086237
5,230,5,7500,5.2418530151616824
6,230,30,1500,0.12447600776532379
7,230,30,3000,0.30081868187929023
8,230,30,9000,0.7454558384619757
9,230,30,15000,3.03955219349635
10,230,30,30000,4.307701885858246
11,230,30,45000,3.171070661116612
