,conf,dim,budget,train_r2,test_r2
0,206,5,250,0.980852296910995,0.8794481175436696
1,206,5,500,0.9466896354579571,0.6692679520545535
2,206,5,1500,0.9882281219663474,0.9355278443406411
3,206,5,2500,0.9814376165960104,0.8953632321092977
4,206,5,5000,0.9395368610270346,0.6364518383300551
5,206,5,7500,0.8964997402178512,0.47228306915546625
6,206,30,1500,0.9912978704310106,0.9470596398272644
7,206,30,3000,0.9906032298107315,0.9328454199638502
8,206,30,9000,0.9897739957970224,0.9480117287554236
9,206,30,15000,0.9889825214059303,0.9510198086930263
10,206,30,30000,0.989999483220626,0.9483778347412205
11,206,30,45000,0.9928545738744254,0.9720640914811289
