,conf,dim,budget,train_r2,test_r2
0,283,5,250,0.9772169212354234,0.9020206518372257
1,283,5,500,0.9873654469341668,0.9194070428278254
2,283,5,1500,0.977334298542704,0.827072953758789
3,283,5,2500,0.9686774964381977,0.8119257059108367
4,283,5,5000,0.9537563288597818,0.7100856150545628
5,283,5,7500,0.9349430712319103,0.5948192180269913
6,283,30,1500,0.9959334246831612,0.9756364118452623
7,283,30,3000,0.9956296923704716,0.9748457550637308
8,283,30,9000,0.9928527149556068,0.9688245129699535
9,283,30,15000,0.995371098511931,0.9808340674208436
10,283,30,30000,0.9934856065306252,0.9747413157198116
11,283,30,45000,0.9948555450856347,0.9720613759547696
