,conf,dim,budget,train_r2,test_r2
0,486,5,250,0.978789300000496,0.880049108626982
1,486,5,500,0.9806450708013204,0.8585859444395589
2,486,5,1500,0.988249872971576,0.9325077299901621
3,486,5,2500,0.9814575392888696,0.9197675366716422
4,486,5,5000,0.9847059466302911,0.9209752640632416
5,486,5,7500,0.9810439100473303,0.8978794058690809
6,486,30,1500,0.9918787593298942,0.9622047512322442
7,486,30,3000,0.9918366345145706,0.95716248779344
8,486,30,9000,0.9855744129547961,0.9299808246503837
9,486,30,15000,0.988565930902047,0.9275055417837098
10,486,30,30000,0.9797183585317809,0.9226658942706386
11,486,30,45000,0.9922494913828513,0.9680437574818198
