,conf,dim,budget,train_r2,test_r2
0,205,5,250,0.974702444802217,0.849988700046531
1,205,5,500,0.9728335010834688,0.8219170390021724
2,205,5,1500,0.9712084064758582,0.8195493136411779
3,205,5,2500,0.970534520067784,0.8162897149544408
4,205,5,5000,0.9729205454129921,0.8115555575799147
5,205,5,7500,0.9729205454129921,0.8115555575799147
6,205,30,1500,0.9939888176294909,0.9496401859926277
7,205,30,3000,0.9897582866366216,0.9482577073446554
8,205,30,9000,0.9933754966220306,0.9578795037671679
9,205,30,15000,0.9913667826695935,0.9527784939216307
10,205,30,30000,0.9878410390360832,0.9468935966373522
11,205,30,45000,0.9921619149220673,0.9480423727899849
