,conf,dim,budget,train_r2,test_r2
0,331,5,250,0.9877111719904861,0.9188028732123332
1,331,5,500,0.9863192492354076,0.9300641348067155
2,331,5,1500,0.978112543761109,0.8364841477574091
3,331,5,2500,0.9752012072483511,0.8476020844692833
4,331,5,5000,0.950093460010366,0.7301123466867072
5,331,5,7500,0.9272524671385657,0.6942037987687263
6,331,30,1500,0.9964267731936557,0.9759310341349872
7,331,30,3000,0.9949045590360217,0.9788104759535292
8,331,30,9000,0.9943028632502247,0.967014876097573
9,331,30,15000,0.9938330102402653,0.9721288891964385
10,331,30,30000,0.9965231083791792,0.9855972311015216
11,331,30,45000,0.9955712316179903,0.9836126645836621
