,conf,dim,budget,train_r2,test_r2
0,211,5,250,0.987132554218397,0.9166081965675719
1,211,5,500,0.983328394198711,0.9011424719653144
2,211,5,1500,0.9876804105839007,0.9270023577023616
3,211,5,2500,0.9881320215139692,0.9264780179603758
4,211,5,5000,0.9882118473859854,0.9235243569649925
5,211,5,7500,0.9881498812780436,0.9227272900497292
6,211,30,1500,0.9905275348312259,0.9330658429584752
7,211,30,3000,0.9924202234615371,0.9658480594852492
8,211,30,9000,0.9930618410059748,0.9699004565590412
9,211,30,15000,0.9919079411209626,0.9689575990050715
10,211,30,30000,0.9914286073099301,0.9645697719302208
11,211,30,45000,0.9906745896269495,0.9617424756902327
