,conf,dim,budget,train_r2,test_r2
0,466,5,250,0.9781010832125372,0.8713035108759115
1,466,5,500,0.970934161282026,0.8713108126124522
2,466,5,1500,0.9878362283947582,0.9264881667836959
3,466,5,2500,0.98776097532167,0.8792247528714124
4,466,5,5000,0.9856175313228072,0.9404483526097792
5,466,5,7500,0.9831738931690911,0.9192009107281687
6,466,30,1500,0.9925272630677462,0.9672468608972355
7,466,30,3000,0.9927372566130327,0.9557332343129019
8,466,30,9000,0.9918063640840821,0.9463931921389264
9,466,30,15000,0.9882242737883609,0.9337474860753291
10,466,30,30000,0.9877257080989063,0.9443783052641255
11,466,30,45000,0.9913807811181756,0.9579434490703296
