,conf,dim,budget,train_r2,test_r2
0,219,5,250,0.9884093003777054,0.9334962100156565
1,219,5,500,0.984192656635094,0.9101017333509576
2,219,5,1500,0.9315169225901199,0.6356481156312208
3,219,5,2500,0.9142063965437638,0.6274821136014653
4,219,5,5000,0.8892856489606334,0.4692065402338518
5,219,5,7500,0.8669956607602476,0.4231557122798236
6,219,30,1500,0.90310505515446,0.6981228468696106
7,219,30,3000,0.8832558490601867,0.6654553581706372
8,219,30,9000,0.8201334270894233,0.325886803082152
9,219,30,15000,0.7578013853703098,0.2842387683032073
10,219,30,30000,0.79896774545083,0.05250837724394486
11,219,30,45000,0.7546572469458698,0.3193589415791963
