,conf,dim,budget,train_r2,test_r2
0,398,5,250,0.979604882018233,0.8974770348226514
1,398,5,500,0.9736925620932236,0.8946957035212367
2,398,5,1500,0.8940277130000658,0.7158882849792455
3,398,5,2500,0.9888239864035586,0.9167186144326365
4,398,5,5000,0.9892156755791521,0.9268138115580378
5,398,5,7500,0.9874672138733944,0.927035300670242
6,398,30,1500,0.9917194408625379,0.9701377090565886
7,398,30,3000,0.9909979977546058,0.9744186702720949
8,398,30,9000,0.9904370877377623,0.9555475686747552
9,398,30,15000,0.9906405018457484,0.9460064736430187
10,398,30,30000,0.9890929927272605,0.9393062062897475
11,398,30,45000,0.9870186615797882,0.9323809464355504
