,conf,dim,budget,train_r2,test_r2
0,510,5,250,0.9749849417978403,0.8871221797677251
1,510,5,500,0.9809931619556636,0.885827941256947
2,510,5,1500,0.9885193596708666,0.937759310514226
3,510,5,2500,0.9896162413594644,0.9119781921177463
4,510,5,5000,0.9882227059828311,0.9342162224095633
5,510,5,7500,0.9819058950779864,0.9096793564237124
6,510,30,1500,0.993241410143597,0.9659155568117417
7,510,30,3000,0.9922169973496867,0.9613759244921909
8,510,30,9000,0.9914142304084015,0.9428910446831233
9,510,30,15000,0.9903430183419234,0.935801873934094
10,510,30,30000,0.9915859822447348,0.9649026034044728
11,510,30,45000,0.9935982098830756,0.9714615262905678
