,conf,dim,budget,train_r2,test_r2
0,192,5,250,0.9843035177938984,0.9002559814787225
1,192,5,500,0.9831110086940891,0.908818914431167
2,192,5,1500,0.9915762737048791,0.9534502682829503
3,192,5,2500,0.9885824401095625,0.9281618774024747
4,192,5,5000,0.9826982982046799,0.9065269913358968
5,192,5,7500,0.9775169765271527,0.8807695126390372
6,192,30,1500,0.9879313041138772,0.9459626448285116
7,192,30,3000,0.9963180707439274,0.9799933713959919
8,192,30,9000,0.9951223971169577,0.9752458399350047
9,192,30,15000,0.9936582582700216,0.9599168389312291
10,192,30,30000,0.9912299949467991,0.9622293854328756
11,192,30,45000,0.9877775775006488,0.9462915011216084
