,conf,dim,budget,train_r2,test_r2
0,178,5,250,0.9811664821436498,0.8979020933041779
1,178,5,500,0.9790864424451108,0.8733078205915588
2,178,5,1500,0.9874543012038741,0.9291223012178221
3,178,5,2500,0.9878094315361766,0.9436802397713565
4,178,5,5000,0.978823359840519,0.9189824043260246
5,178,5,7500,0.9866426259926813,0.9354579190326883
6,178,30,1500,0.9924581073097839,0.9680114683544506
7,178,30,3000,0.9914249679968398,0.9599554702366909
8,178,30,9000,0.9866428554192078,0.9430672211636205
9,178,30,15000,0.9945033881216421,0.9809903296151395
10,178,30,30000,0.9943965715169008,0.9762204942176711
11,178,30,45000,0.9916410638609863,0.9619800904433046
