,conf,dim,budget,train_r2,test_r2
0,304,5,250,0.9146118286004299,0.4606383207728243
1,304,5,500,0.9875368231870244,0.9406063763055597
2,304,5,1500,0.9909856764252958,0.9455673367820892
3,304,5,2500,0.9832027824699787,0.9203572738152976
4,304,5,5000,0.9798125898911649,0.9025452070837515
5,304,5,7500,0.9753909674304315,0.8193858082601124
6,304,30,1500,0.9925269025510151,0.9678655031464464
7,304,30,3000,0.9977919701892107,0.9873038655990278
8,304,30,9000,0.996447627264579,0.9806683411817705
9,304,30,15000,0.993895734213389,0.9728211742255499
10,304,30,30000,0.994411816304428,0.9770726381773949
11,304,30,45000,0.9943372795948922,0.9772560212760201
