,conf,dim,budget,train_r2,test_r2
0,329,5,250,0.9877078235245808,0.9255272209739417
1,329,5,500,0.9879437738693051,0.9133445599889164
2,329,5,1500,0.9574580316367992,0.7583192832218119
3,329,5,2500,0.9458951511188427,0.6881916183484605
4,329,5,5000,0.9363083546312356,0.645480095780881
5,329,5,7500,0.9354325667377783,0.6121398646371714
6,329,30,1500,0.9924953755357938,0.9804561007475006
7,329,30,3000,0.9948593168843456,0.9618327360416355
8,329,30,9000,0.9918628294824273,0.9537872701362182
9,329,30,15000,0.9885497996836149,0.9500753166576168
10,329,30,30000,0.9842541656291017,0.9344252405801899
11,329,30,45000,0.9828252326294138,0.9133944339086322
