,conf,dim,budget,train_r2,test_r2
0,279,5,250,0.9894454062195143,0.9344919905513042
1,279,5,500,0.9865396415663958,0.9196464745275549
2,279,5,1500,0.8874799057135073,0.5425445858556681
3,279,5,2500,0.886067859537231,0.575837656870928
4,279,5,5000,0.8790905202304673,0.5897683836579638
5,279,5,7500,0.9052627825232552,0.5394603742641028
6,279,30,1500,0.9668686313499284,0.642991324278768
7,279,30,3000,0.9592719148878379,0.6259640041273011
8,279,30,9000,0.9708696557364245,0.6206024321046287
9,279,30,15000,0.9338325278837691,0.45217776838698703
10,279,30,30000,0.8888336197806135,0.40335687290156397
11,279,30,45000,0.9393315961652778,0.5052030969465255
