,conf,dim,budget,train_r2,test_r2
0,284,5,250,0.9799452952477896,0.8852278195428054
1,284,5,500,0.9902426378737894,0.9366754248831304
2,284,5,1500,0.9869957932271266,0.9041121775334929
3,284,5,2500,0.9887833126982921,0.9297626348973749
4,284,5,5000,0.987226721662817,0.9450733296518796
5,284,5,7500,0.9828554807514782,0.9172684378506691
6,284,30,1500,0.9927000820591717,0.9625729304030655
7,284,30,3000,0.9939294295403476,0.9596365865359797
8,284,30,9000,0.9967160322047579,0.980482154338635
9,284,30,15000,0.9941646421343127,0.9709997367734313
10,284,30,30000,0.9937139480139827,0.9659463617532669
11,284,30,45000,0.991196998140021,0.9645834522613204
