,conf,dim,budget,train_r2,test_r2
0,269,5,250,0.9887608888663264,0.8885459706276174
1,269,5,500,0.9839707848279582,0.9239822496212209
2,269,5,1500,0.9754441938676498,0.791047959375739
3,269,5,2500,0.9517973968870752,0.6970288412967081
4,269,5,5000,0.9314590248788287,0.6121870003173837
5,269,5,7500,0.925489246599885,0.506862285116526
6,269,30,1500,0.99169806697178,0.9547817470722049
7,269,30,3000,0.9892565240667764,0.9504354271207183
8,269,30,9000,0.9883739610639315,0.9224830894109806
9,269,30,15000,0.9833327969802081,0.8784226541983478
10,269,30,30000,0.9302362431269598,0.6585629769898544
11,269,30,45000,0.915027554707122,0.6219793478191199
