,conf,dim,budget,train_r2,test_r2
0,470,5,250,0.9792960798084481,0.8830140517406943
1,470,5,500,0.9728922121369497,0.8725170505267149
2,470,5,1500,0.9907398625292425,0.931928458231736
3,470,5,2500,0.9884790534550888,0.9435422235849336
4,470,5,5000,0.9864151092056543,0.9409877042467463
5,470,5,7500,0.9809070928451618,0.9071300389997742
6,470,30,1500,0.9931651706810204,0.9648243501544199
7,470,30,3000,0.9917567069466721,0.9549707489113587
8,470,30,9000,0.9895736530751297,0.9438891337823465
9,470,30,15000,0.9907498935330932,0.9402637247023478
10,470,30,30000,0.9866616467841938,0.9344614657400687
11,470,30,45000,0.9877680959514199,0.9475603244863056
