,conf,dim,budget,train_r2,test_r2
0,140,5,250,0.9819121687034336,0.8775394816001227
1,140,5,500,0.9418918357741493,0.745554869554196
2,140,5,1500,0.9898280884038739,0.9212289950080061
3,140,5,2500,0.9875375556907802,0.9285367417102706
4,140,5,5000,0.9888434066566077,0.9398147545146875
5,140,5,7500,0.9887737679374959,0.9425286690465494
6,140,30,1500,0.9911584112053126,0.9605606395227108
7,140,30,3000,0.9942874473870276,0.9626394178427381
8,140,30,9000,0.9647356721739369,0.863977668133648
9,140,30,15000,0.9965701980926951,0.9786845963522188
10,140,30,30000,0.9937682430774009,0.9699786705367164
11,140,30,45000,0.9940070669940149,0.9691965834833998
