,conf,dim,budget,train_r2,test_r2
0,285,5,250,0.9876863370479378,0.9402700010415682
1,285,5,500,0.9837405181054626,0.9142151763254937
2,285,5,1500,0.9561342812654224,0.7987252707461459
3,285,5,2500,0.9610415371729362,0.8225408005121398
4,285,5,5000,0.9301256233453638,0.6567644679187736
5,285,5,7500,0.9231085599045118,0.6249047325081374
6,285,30,1500,0.9486042999167132,0.8289637165779841
7,285,30,3000,0.9941769152539204,0.9728732277524458
8,285,30,9000,0.9938669605964652,0.9722086726412897
9,285,30,15000,0.9918007542413594,0.964246436370279
10,285,30,30000,0.991005884011104,0.9568300598026058
11,285,30,45000,0.9910476617935629,0.9654479333859036
