,conf,dim,budget,train_r2,test_r2
0,468,5,250,0.9830668250694551,0.8936716384325354
1,468,5,500,0.9809523929001809,0.8800070911143478
2,468,5,1500,0.9878419455679393,0.9319798854340086
3,468,5,2500,0.9896549316908809,0.93175360888346
4,468,5,5000,0.9862324936000457,0.9142904299558579
5,468,5,7500,0.982945571932657,0.9146248015682247
6,468,30,1500,0.9934916083996379,0.9681418120550191
7,468,30,3000,0.9885577328081514,0.9606511620333693
8,468,30,9000,0.991914318595559,0.9385390245002133
9,468,30,15000,0.9907182932252903,0.9604133861485419
10,468,30,30000,0.9869512800643635,0.9260424983826556
11,468,30,45000,0.989089459155093,0.9403728703580445
