,conf,dim,budget,train_r2,test_r2
0,494,5,250,0.9829016447223793,0.8959246931810991
1,494,5,500,0.9796560232164818,0.8632134517431075
2,494,5,1500,0.9859046392766743,0.9304345272434441
3,494,5,2500,0.9861076860563992,0.9168106726822017
4,494,5,5000,0.9746963142588309,0.8791094894077023
5,494,5,7500,0.9144108054792177,0.6087721622645463
6,494,30,1500,0.9928295735561624,0.9480701917041328
7,494,30,3000,0.9868495877726076,0.9256722082107902
8,494,30,9000,0.9836475108096139,0.9356473075501934
9,494,30,15000,0.9878200872585193,0.9354974662688903
10,494,30,30000,0.9919167875558206,0.962541645798872
11,494,30,45000,0.9880406723439391,0.9443556346035035
