,conf,dim,budget,train_r2,test_r2
0,126,5,250,0.9817122854720826,0.8796843908029153
1,126,5,500,0.9622151052354772,0.5909668265633649
2,126,5,1500,0.9872589217835221,0.9010953165106587
3,126,5,2500,0.987733477459549,0.9200121884353079
4,126,5,5000,0.9857469435101759,0.9295132815171426
5,126,5,7500,0.9897944859437269,0.9500926105876942
6,126,30,1500,0.9934018468339708,0.9635421065867064
7,126,30,3000,0.99210293385964,0.9575816982597509
8,126,30,9000,0.991409254146317,0.961874931354146
9,126,30,15000,0.9962378497137607,0.9788799062057978
10,126,30,30000,0.9956371887884021,0.9751292008886482
11,126,30,45000,0.9933691968853179,0.9655681366033404
