,conf,dim,budget,train_r2,test_r2
0,167,5,250,0.988190796423682,0.926362397226527
1,167,5,500,0.985902918281063,0.9281332260423124
2,167,5,1500,0.9771471113588547,0.8354079481623226
3,167,5,2500,0.9570675391363045,0.8005096364954423
4,167,5,5000,0.9418481649220428,0.7230049549891852
5,167,5,7500,0.9360534755511403,0.7107602495421345
6,167,30,1500,0.9920628342774936,0.9478240526571117
7,167,30,3000,0.9950379188050787,0.9771182177950873
8,167,30,9000,0.9940366275708676,0.9727130615848754
9,167,30,15000,0.9958302007278104,0.9820258712921393
10,167,30,30000,0.990578920040613,0.9649740341866113
11,167,30,45000,0.9821994761600511,0.8963265324113221
