,conf,dim,budget,train_r2,test_r2
0,511,5,250,0.9876942515641133,0.9380643678979329
1,511,5,500,0.9818938027421081,0.8990574282030639
2,511,5,1500,0.9741729991194609,0.8440394446871805
3,511,5,2500,0.9342372867076891,0.6285745341624962
4,511,5,5000,0.8807725459806759,0.4899952374163397
5,511,5,7500,0.8701272069183087,0.41921653755562394
6,511,30,1500,0.9907851155583549,0.9459755533535807
7,511,30,3000,0.9897945176583756,0.9275278804475695
8,511,30,9000,0.9940379585403744,0.975997819310202
9,511,30,15000,0.9958448951116289,0.9820458918815657
10,511,30,30000,0.9845147288332624,0.9385670949417108
11,511,30,45000,0.9777927182265301,0.9164867780977402
