,conf,dim,budget,train_r2,test_r2
0,265,5,250,0.9898101528943861,0.9356551897346502
1,265,5,500,0.9854034081566247,0.9168495242731721
2,265,5,1500,0.9539799464061286,0.7343099092095697
3,265,5,2500,0.9382006109923736,0.6550461528946777
4,265,5,5000,0.9119606443206809,0.46710739948476554
5,265,5,7500,0.9135695093144054,0.489844259959
6,265,30,1500,0.9016392619713083,0.63414140891238
7,265,30,3000,0.8877540939482849,0.6350467174632263
8,265,30,9000,0.884917720771135,0.5943051453593275
9,265,30,15000,0.8859499522630834,0.5718640056937527
10,265,30,30000,0.9027050371437202,0.4391931892374856
11,265,30,45000,0.8995497924849616,0.5621996834380459
