,conf,dim,budget,train_r2,test_r2
0,515,5,250,0.9872805095158128,0.9496816656246242
1,515,5,500,0.9826882825478866,0.9277667923378374
2,515,5,1500,0.9692224446506585,0.7776676922810635
3,515,5,2500,0.9288732053231822,0.6308649648166184
4,515,5,5000,0.9131750911858475,0.516909212035365
5,515,5,7500,0.9222988021479317,0.5464862623786393
6,515,30,1500,0.9893736977302334,0.953876030114691
7,515,30,3000,0.9909090055030358,0.9338884589882095
8,515,30,9000,0.9928650058823221,0.9749079055136122
9,515,30,15000,0.992032491555473,0.9692051461699028
10,515,30,30000,0.985735989652581,0.9281383093558329
11,515,30,45000,0.9821233634846542,0.8882934723340122
