,conf,dim,budget,train_r2,test_r2
0,257,5,250,0.9891727291981429,0.9281445308048983
1,257,5,500,0.9814514930232117,0.915952389514359
2,257,5,1500,0.9190489104337924,0.5905210277745208
3,257,5,2500,0.9449761641234253,0.597354194997336
4,257,5,5000,0.9413380801907965,0.5615355705982814
5,257,5,7500,0.9284078558195604,0.5236295417547983
6,257,30,1500,0.8795128973302091,0.5404738874616841
7,257,30,3000,0.8531653974581497,0.4826328236211107
8,257,30,9000,0.8841621759663312,0.44980735417982387
9,257,30,15000,0.9047538711546969,0.3238955809653857
10,257,30,30000,0.8989303851297858,0.3017975917642084
11,257,30,45000,0.9308231068433426,0.3441297634298598
