,conf,dim,budget,train_r2,test_r2
0,423,5,250,0.9906393406887031,0.9461197718206613
1,423,5,500,0.9875567456262715,0.930110515969077
2,423,5,1500,0.9854903461592681,0.9140673064698994
3,423,5,2500,0.9814986697968588,0.9026185868625785
4,423,5,5000,0.9688341952810469,0.8335176239578056
5,423,5,7500,0.9559084306460939,0.7736920947084216
6,423,30,1500,0.9927033673544361,0.9724193914168333
7,423,30,3000,0.9915539269953955,0.9479237916875117
8,423,30,9000,0.995220381155763,0.9783105120056541
9,423,30,15000,0.9921003439279928,0.9727453144748864
10,423,30,30000,0.9934418721605314,0.970881999114835
11,423,30,45000,0.9945782555148772,0.9745878766583097
