,conf,dim,budget,train_r2,test_r2
0,242,5,250,0.9121861184786253,0.7399998167068274
1,242,5,500,0.9890355792648828,0.9439533992897576
2,242,5,1500,0.9858894478751232,0.9196667813142637
3,242,5,2500,0.9808597056627845,0.9540793592594035
4,242,5,5000,0.9830831557262509,0.9132691779717887
5,242,5,7500,0.9769744007197595,0.8672361991639971
6,242,30,1500,0.9905483974449535,0.9534185486276302
7,242,30,3000,0.9966700862071818,0.9821932412219365
8,242,30,9000,0.9949217278880724,0.9716157373182348
9,242,30,15000,0.9892676147956572,0.9500258185666043
10,242,30,30000,0.9929002405566202,0.9663753614584115
11,242,30,45000,0.9871573813218306,0.9313752435040994
