,conf,dim,budget,train_r2,test_r2
0,548,5,250,0.9735626396761546,0.8851274188035052
1,548,5,500,0.9750318728264519,0.8481350159466563
2,548,5,1500,0.977880542089942,0.8629801529180611
3,548,5,2500,0.8907890049270751,0.547442370031962
4,548,5,5000,0.9869993482076855,0.9391637749107395
5,548,5,7500,0.981463788047618,0.9100691554516827
6,548,30,1500,0.9901052801786341,0.9624863621476702
7,548,30,3000,0.9941568759178278,0.9600475619373681
8,548,30,9000,0.9859898760755605,0.9326041798635789
9,548,30,15000,0.9908631707295257,0.9294722229825882
10,548,30,30000,0.9843267609937705,0.919821623956677
11,548,30,45000,0.9917121907687605,0.9611119756842896
