"","DIM","funcId","ID","runtime","run","f(x)","instance"
"1",5,1,"conf_289",250,1,0.0632321633,1
"2",5,1,"conf_289",500,1,8.64372e-05,1
"3",5,1,"conf_289",1500,1,4e-10,1
"4",5,1,"conf_289",2500,1,4e-10,1
"5",5,1,"conf_289",5000,1,4e-10,1
"6",5,1,"conf_289",7500,1,4e-10,1
"7",5,1,"conf_289",250,2,0.0123973785,1
"8",5,1,"conf_289",500,2,0.0001085675,1
"9",5,1,"conf_289",1500,2,2e-10,1
"10",5,1,"conf_289",2500,2,2e-10,1
"11",5,1,"conf_289",5000,2,2e-10,1
"12",5,1,"conf_289",7500,2,2e-10,1
"13",5,1,"conf_289",250,3,0.0191748359,1
"14",5,1,"conf_289",500,3,0.0001525652,1
"15",5,1,"conf_289",1500,3,6e-10,1
"16",5,1,"conf_289",2500,3,6e-10,1
"17",5,1,"conf_289",5000,3,6e-10,1
"18",5,1,"conf_289",7500,3,6e-10,1
"19",5,1,"conf_289",250,4,0.0191748359,1
"20",5,1,"conf_289",500,4,0.0001525652,1
"21",5,1,"conf_289",1500,4,6e-10,1
"22",5,1,"conf_289",2500,4,6e-10,1
"23",5,1,"conf_289",5000,4,6e-10,1
"24",5,1,"conf_289",7500,4,6e-10,1
"25",5,1,"conf_289",250,5,0.0059026064,1
"26",5,1,"conf_289",500,5,0.0002039136,1
"27",5,1,"conf_289",1500,5,4e-10,1
"28",5,1,"conf_289",2500,5,4e-10,1
"29",5,1,"conf_289",5000,5,4e-10,1
"30",5,1,"conf_289",7500,5,4e-10,1
"31",5,1,"conf_289",250,6,0.0248271516,1
"32",5,1,"conf_289",500,6,6.85821e-05,1
"33",5,1,"conf_289",1500,6,6e-10,1
"34",5,1,"conf_289",2500,6,6e-10,1
"35",5,1,"conf_289",5000,6,6e-10,1
"36",5,1,"conf_289",7500,6,6e-10,1
"37",5,1,"conf_289",250,7,0.0248271516,1
"38",5,1,"conf_289",500,7,6.85821e-05,1
"39",5,1,"conf_289",1500,7,6e-10,1
"40",5,1,"conf_289",2500,7,6e-10,1
"41",5,1,"conf_289",5000,7,6e-10,1
"42",5,1,"conf_289",7500,7,6e-10,1
"43",5,1,"conf_289",250,8,0.0129786978,1
"44",5,1,"conf_289",500,8,0.0001365947,1
"45",5,1,"conf_289",1500,8,4e-10,1
"46",5,1,"conf_289",2500,8,4e-10,1
"47",5,1,"conf_289",5000,8,4e-10,1
"48",5,1,"conf_289",7500,8,4e-10,1
"49",5,1,"conf_289",250,9,0.0458857493,1
"50",5,1,"conf_289",500,9,0.0004382561,1
"51",5,1,"conf_289",1500,9,8e-10,1
"52",5,1,"conf_289",2500,9,8e-10,1
"53",5,1,"conf_289",5000,9,8e-10,1
"54",5,1,"conf_289",7500,9,8e-10,1
"55",5,1,"conf_289",250,10,0.0303931248,1
"56",5,1,"conf_289",500,10,0.0002827657,1
"57",5,1,"conf_289",1500,10,6e-10,1
"58",5,1,"conf_289",2500,10,6e-10,1
"59",5,1,"conf_289",5000,10,6e-10,1
"60",5,1,"conf_289",7500,10,6e-10,1
"61",5,1,"conf_289",250,11,0.0627082142,4
"62",5,1,"conf_289",500,11,0.0007316955,4
"63",5,1,"conf_289",1500,11,5e-10,4
"64",5,1,"conf_289",2500,11,5e-10,4
"65",5,1,"conf_289",5000,11,5e-10,4
"66",5,1,"conf_289",7500,11,5e-10,4
"67",5,1,"conf_289",250,12,0.0459094525,4
"68",5,1,"conf_289",500,12,0.0004907248,4
"69",5,1,"conf_289",1500,12,7e-10,4
"70",5,1,"conf_289",2500,12,7e-10,4
"71",5,1,"conf_289",5000,12,7e-10,4
"72",5,1,"conf_289",7500,12,7e-10,4
"73",5,1,"conf_289",250,13,0.0249782626,4
"74",5,1,"conf_289",500,13,0.0004326341,4
"75",5,1,"conf_289",1500,13,5e-10,4
"76",5,1,"conf_289",2500,13,5e-10,4
"77",5,1,"conf_289",5000,13,5e-10,4
"78",5,1,"conf_289",7500,13,5e-10,4
"79",5,1,"conf_289",250,14,0.0241524233,4
"80",5,1,"conf_289",500,14,0.0002794949,4
"81",5,1,"conf_289",1500,14,8e-10,4
"82",5,1,"conf_289",2500,14,8e-10,4
"83",5,1,"conf_289",5000,14,8e-10,4
"84",5,1,"conf_289",7500,14,8e-10,4
"85",5,1,"conf_289",250,15,0.0975356499,4
"86",5,1,"conf_289",500,15,0.0003870438,4
"87",5,1,"conf_289",1500,15,2e-10,4
"88",5,1,"conf_289",2500,15,2e-10,4
"89",5,1,"conf_289",5000,15,2e-10,4
"90",5,1,"conf_289",7500,15,2e-10,4
"91",5,1,"conf_289",250,16,0.0619890429,4
"92",5,1,"conf_289",500,16,5.06962e-05,4
"93",5,1,"conf_289",1500,16,6e-10,4
"94",5,1,"conf_289",2500,16,6e-10,4
"95",5,1,"conf_289",5000,16,6e-10,4
"96",5,1,"conf_289",7500,16,6e-10,4
"97",5,1,"conf_289",250,17,0.0975356499,4
"98",5,1,"conf_289",500,17,0.0003870438,4
"99",5,1,"conf_289",1500,17,2e-10,4
"100",5,1,"conf_289",2500,17,2e-10,4
"101",5,1,"conf_289",5000,17,2e-10,4
"102",5,1,"conf_289",7500,17,2e-10,4
"103",5,1,"conf_289",250,18,0.0954311633,4
"104",5,1,"conf_289",500,18,0.0008835006,4
"105",5,1,"conf_289",1500,18,6e-10,4
"106",5,1,"conf_289",2500,18,6e-10,4
"107",5,1,"conf_289",5000,18,6e-10,4
"108",5,1,"conf_289",7500,18,6e-10,4
"109",5,1,"conf_289",250,19,0.0241524233,4
"110",5,1,"conf_289",500,19,0.0002794949,4
"111",5,1,"conf_289",1500,19,8e-10,4
"112",5,1,"conf_289",2500,19,8e-10,4
"113",5,1,"conf_289",5000,19,8e-10,4
"114",5,1,"conf_289",7500,19,8e-10,4
"115",5,1,"conf_289",250,20,0.0344609167,4
"116",5,1,"conf_289",500,20,0.0004617783,4
"117",5,1,"conf_289",1500,20,4e-10,4
"118",5,1,"conf_289",2500,20,4e-10,4
"119",5,1,"conf_289",5000,20,4e-10,4
"120",5,1,"conf_289",7500,20,4e-10,4
"121",5,1,"conf_289",250,21,0.0626341784,5
"122",5,1,"conf_289",500,21,0.0004868445,5
"123",5,1,"conf_289",1500,21,8e-10,5
"124",5,1,"conf_289",2500,21,8e-10,5
"125",5,1,"conf_289",5000,21,8e-10,5
"126",5,1,"conf_289",7500,21,8e-10,5
"127",5,1,"conf_289",250,22,0.0363511473,5
"128",5,1,"conf_289",500,22,0.0003604147,5
"129",5,1,"conf_289",1500,22,1e-09,5
"130",5,1,"conf_289",2500,22,1e-09,5
"131",5,1,"conf_289",5000,22,1e-09,5
"132",5,1,"conf_289",7500,22,1e-09,5
"133",5,1,"conf_289",250,23,0.0650503312,5
"134",5,1,"conf_289",500,23,0.0002112609,5
"135",5,1,"conf_289",1500,23,5e-10,5
"136",5,1,"conf_289",2500,23,5e-10,5
"137",5,1,"conf_289",5000,23,5e-10,5
"138",5,1,"conf_289",7500,23,5e-10,5
"139",5,1,"conf_289",250,24,0.0650503312,5
"140",5,1,"conf_289",500,24,0.0002112609,5
"141",5,1,"conf_289",1500,24,5e-10,5
"142",5,1,"conf_289",2500,24,5e-10,5
"143",5,1,"conf_289",5000,24,5e-10,5
"144",5,1,"conf_289",7500,24,5e-10,5
"145",5,1,"conf_289",250,25,0.040500847,5
"146",5,1,"conf_289",500,25,0.0003065365,5
"147",5,1,"conf_289",1500,25,4e-10,5
"148",5,1,"conf_289",2500,25,4e-10,5
"149",5,1,"conf_289",5000,25,4e-10,5
"150",5,1,"conf_289",7500,25,4e-10,5
