"","DIM","funcId","ID","runtime","run","f(x)","instance"
"1",5,1,"conf_75",250,1,0.0913953392,1
"2",5,1,"conf_75",500,1,0.0005445122,1
"3",5,1,"conf_75",1500,1,9e-10,1
"4",5,1,"conf_75",2500,1,9e-10,1
"5",5,1,"conf_75",5000,1,9e-10,1
"6",5,1,"conf_75",7500,1,9e-10,1
"7",5,1,"conf_75",250,2,0.1735228228,1
"8",5,1,"conf_75",500,2,0.0008505526,1
"9",5,1,"conf_75",1500,2,7e-10,1
"10",5,1,"conf_75",2500,2,7e-10,1
"11",5,1,"conf_75",5000,2,7e-10,1
"12",5,1,"conf_75",7500,2,7e-10,1
"13",5,1,"conf_75",250,3,0.0582685155,1
"14",5,1,"conf_75",500,3,0.0001967609,1
"15",5,1,"conf_75",1500,3,8e-10,1
"16",5,1,"conf_75",2500,3,8e-10,1
"17",5,1,"conf_75",5000,3,8e-10,1
"18",5,1,"conf_75",7500,3,8e-10,1
"19",5,1,"conf_75",250,4,0.0720368903,1
"20",5,1,"conf_75",500,4,0.0002662468,1
"21",5,1,"conf_75",1500,4,3e-10,1
"22",5,1,"conf_75",2500,4,3e-10,1
"23",5,1,"conf_75",5000,4,3e-10,1
"24",5,1,"conf_75",7500,4,3e-10,1
"25",5,1,"conf_75",250,5,0.0544484588,1
"26",5,1,"conf_75",500,5,0.0001572421,1
"27",5,1,"conf_75",1500,5,9e-10,1
"28",5,1,"conf_75",2500,5,9e-10,1
"29",5,1,"conf_75",5000,5,9e-10,1
"30",5,1,"conf_75",7500,5,9e-10,1
"31",5,1,"conf_75",250,6,0.0913953392,1
"32",5,1,"conf_75",500,6,0.0005445122,1
"33",5,1,"conf_75",1500,6,9e-10,1
"34",5,1,"conf_75",2500,6,9e-10,1
"35",5,1,"conf_75",5000,6,9e-10,1
"36",5,1,"conf_75",7500,6,9e-10,1
"37",5,1,"conf_75",250,7,0.1126108065,1
"38",5,1,"conf_75",500,7,0.0003434945,1
"39",5,1,"conf_75",1500,7,4e-10,1
"40",5,1,"conf_75",2500,7,4e-10,1
"41",5,1,"conf_75",5000,7,4e-10,1
"42",5,1,"conf_75",7500,7,4e-10,1
"43",5,1,"conf_75",250,8,0.4138541502,1
"44",5,1,"conf_75",500,8,0.0006887677,1
"45",5,1,"conf_75",1500,8,1e-09,1
"46",5,1,"conf_75",2500,8,1e-09,1
"47",5,1,"conf_75",5000,8,1e-09,1
"48",5,1,"conf_75",7500,8,1e-09,1
"49",5,1,"conf_75",250,9,0.0761218993,1
"50",5,1,"conf_75",500,9,0.0013720369,1
"51",5,1,"conf_75",1500,9,7e-10,1
"52",5,1,"conf_75",2500,9,7e-10,1
"53",5,1,"conf_75",5000,9,7e-10,1
"54",5,1,"conf_75",7500,9,7e-10,1
"55",5,1,"conf_75",250,10,0.0658679144,1
"56",5,1,"conf_75",500,10,0.0006517535,1
"57",5,1,"conf_75",1500,10,7e-10,1
"58",5,1,"conf_75",2500,10,7e-10,1
"59",5,1,"conf_75",5000,10,7e-10,1
"60",5,1,"conf_75",7500,10,7e-10,1
"61",5,1,"conf_75",250,11,0.4262804544,2
"62",5,1,"conf_75",500,11,0.0018961232,2
"63",5,1,"conf_75",1500,11,3e-10,2
"64",5,1,"conf_75",2500,11,3e-10,2
"65",5,1,"conf_75",5000,11,3e-10,2
"66",5,1,"conf_75",7500,11,3e-10,2
"67",5,1,"conf_75",250,12,0.115738549,2
"68",5,1,"conf_75",500,12,0.0017312674,2
"69",5,1,"conf_75",1500,12,6e-10,2
"70",5,1,"conf_75",2500,12,6e-10,2
