"","DIM","funcId","ID","runtime","run","f(x)","instance"
"1",30,1,"conf_110",1500,1,0.0059480759,1
"2",30,1,"conf_110",3000,1,4.846e-07,1
"3",30,1,"conf_110",9000,1,8e-10,1
"4",30,1,"conf_110",15000,1,8e-10,1
"5",30,1,"conf_110",30000,1,8e-10,1
"6",30,1,"conf_110",45000,1,8e-10,1
"7",30,1,"conf_110",1500,2,0.0059608086,1
"8",30,1,"conf_110",3000,2,2.016e-07,1
"9",30,1,"conf_110",9000,2,1e-09,1
"10",30,1,"conf_110",15000,2,1e-09,1
"11",30,1,"conf_110",30000,2,1e-09,1
"12",30,1,"conf_110",45000,2,1e-09,1
"13",30,1,"conf_110",1500,3,0.0053333097,1
"14",30,1,"conf_110",3000,3,2.701e-07,1
"15",30,1,"conf_110",9000,3,9e-10,1
"16",30,1,"conf_110",15000,3,9e-10,1
"17",30,1,"conf_110",30000,3,9e-10,1
"18",30,1,"conf_110",45000,3,9e-10,1
"19",30,1,"conf_110",1500,4,0.0032349632,1
"20",30,1,"conf_110",3000,4,9.23e-08,1
"21",30,1,"conf_110",9000,4,1e-09,1
"22",30,1,"conf_110",15000,4,1e-09,1
"23",30,1,"conf_110",30000,4,1e-09,1
"24",30,1,"conf_110",45000,4,1e-09,1
"25",30,1,"conf_110",1500,5,0.0097573128,1
"26",30,1,"conf_110",3000,5,5.09e-07,1
"27",30,1,"conf_110",9000,5,1e-09,1
"28",30,1,"conf_110",15000,5,1e-09,1
"29",30,1,"conf_110",30000,5,1e-09,1
"30",30,1,"conf_110",45000,5,1e-09,1
"31",30,1,"conf_110",1500,6,0.0043740591,1
"32",30,1,"conf_110",3000,6,1.943e-07,1
"33",30,1,"conf_110",9000,6,8e-10,1
"34",30,1,"conf_110",15000,6,8e-10,1
"35",30,1,"conf_110",30000,6,8e-10,1
"36",30,1,"conf_110",45000,6,8e-10,1
"37",30,1,"conf_110",1500,7,0.0063833306,1
"38",30,1,"conf_110",3000,7,1.642e-07,1
"39",30,1,"conf_110",9000,7,8e-10,1
"40",30,1,"conf_110",15000,7,8e-10,1
"41",30,1,"conf_110",30000,7,8e-10,1
"42",30,1,"conf_110",45000,7,8e-10,1
