"","DIM","funcId","ID","runtime","run","f(x)","instance"
"1",5,1,"conf_118",250,1,0.0021688703,1
"2",5,1,"conf_118",500,1,7.46e-08,1
"3",5,1,"conf_118",1500,1,3e-10,1
"4",5,1,"conf_118",2500,1,3e-10,1
"5",5,1,"conf_118",5000,1,3e-10,1
"6",5,1,"conf_118",7500,1,3e-10,1
"7",5,1,"conf_118",250,2,0.0017522612,1
"8",5,1,"conf_118",500,2,9.92e-08,1
"9",5,1,"conf_118",1500,2,8e-10,1
"10",5,1,"conf_118",2500,2,8e-10,1
"11",5,1,"conf_118",5000,2,8e-10,1
"12",5,1,"conf_118",7500,2,8e-10,1
"13",5,1,"conf_118",250,3,5.15008e-05,1
"14",5,1,"conf_118",500,3,1.91e-08,1
"15",5,1,"conf_118",1500,3,7e-10,1
"16",5,1,"conf_118",2500,3,7e-10,1
"17",5,1,"conf_118",5000,3,7e-10,1
"18",5,1,"conf_118",7500,3,7e-10,1
"19",5,1,"conf_118",250,4,0.0004092014,1
"20",5,1,"conf_118",500,4,3.11e-08,1
"21",5,1,"conf_118",1500,4,1e-09,1
"22",5,1,"conf_118",2500,4,1e-09,1
"23",5,1,"conf_118",5000,4,1e-09,1
"24",5,1,"conf_118",7500,4,1e-09,1
"25",5,1,"conf_118",250,5,0.0006264097,1
"26",5,1,"conf_118",500,5,3.85e-08,1
"27",5,1,"conf_118",1500,5,8e-10,1
"28",5,1,"conf_118",2500,5,8e-10,1
"29",5,1,"conf_118",5000,5,8e-10,1
"30",5,1,"conf_118",7500,5,8e-10,1
"31",5,1,"conf_118",250,6,0.002482594,1
"32",5,1,"conf_118",500,6,4.61e-08,1
"33",5,1,"conf_118",1500,6,3e-10,1
"34",5,1,"conf_118",2500,6,3e-10,1
"35",5,1,"conf_118",5000,6,3e-10,1
"36",5,1,"conf_118",7500,6,3e-10,1
"37",5,1,"conf_118",250,7,0.0010520503,1
"38",5,1,"conf_118",500,7,9.73e-08,1
"39",5,1,"conf_118",1500,7,5e-10,1
"40",5,1,"conf_118",2500,7,5e-10,1
"41",5,1,"conf_118",5000,7,5e-10,1
"42",5,1,"conf_118",7500,7,5e-10,1
"43",5,1,"conf_118",250,8,0.0002459547,1
"44",5,1,"conf_118",500,8,1.01e-08,1
"45",5,1,"conf_118",1500,8,7e-10,1
"46",5,1,"conf_118",2500,8,7e-10,1
"47",5,1,"conf_118",5000,8,7e-10,1
"48",5,1,"conf_118",7500,8,7e-10,1
"49",5,1,"conf_118",250,9,0.0012935247,1
"50",5,1,"conf_118",500,9,7.27e-08,1
"51",5,1,"conf_118",1500,9,2e-10,1
"52",5,1,"conf_118",2500,9,2e-10,1
"53",5,1,"conf_118",5000,9,2e-10,1
"54",5,1,"conf_118",7500,9,2e-10,1
"55",5,1,"conf_118",250,10,0.0013494641,1
"56",5,1,"conf_118",500,10,9.4e-08,1
"57",5,1,"conf_118",1500,10,6e-10,1
"58",5,1,"conf_118",2500,10,6e-10,1
"59",5,1,"conf_118",5000,10,6e-10,1
"60",5,1,"conf_118",7500,10,6e-10,1
"61",5,1,"conf_118",250,11,0.0002384077,3
"62",5,1,"conf_118",500,11,2.13e-08,3
"63",5,1,"conf_118",1500,11,9e-10,3
"64",5,1,"conf_118",2500,11,9e-10,3
"65",5,1,"conf_118",5000,11,9e-10,3
"66",5,1,"conf_118",7500,11,9e-10,3
"67",5,1,"conf_118",250,12,0.0061471455,3
"68",5,1,"conf_118",500,12,8.793e-07,3
"69",5,1,"conf_118",1500,12,8e-10,3
"70",5,1,"conf_118",2500,12,8e-10,3
"71",5,1,"conf_118",5000,12,8e-10,3
"72",5,1,"conf_118",7500,12,8e-10,3
"73",5,1,"conf_118",250,13,0.0022284983,3
"74",5,1,"conf_118",500,13,5.108e-07,3
"75",5,1,"conf_118",1500,13,4e-10,3
"76",5,1,"conf_118",2500,13,4e-10,3
"77",5,1,"conf_118",5000,13,4e-10,3
"78",5,1,"conf_118",7500,13,4e-10,3
"79",5,1,"conf_118",250,14,0.0006234229,3
"80",5,1,"conf_118",500,14,1.106e-07,3
"81",5,1,"conf_118",1500,14,1e-09,3
"82",5,1,"conf_118",2500,14,1e-09,3
"83",5,1,"conf_118",5000,14,1e-09,3
"84",5,1,"conf_118",7500,14,1e-09,3
"85",5,1,"conf_118",250,15,0.0053912989,3
"86",5,1,"conf_118",500,15,1.88e-07,3
"87",5,1,"conf_118",1500,15,8e-10,3
"88",5,1,"conf_118",2500,15,8e-10,3
"89",5,1,"conf_118",5000,15,8e-10,3
"90",5,1,"conf_118",7500,15,8e-10,3
"91",5,1,"conf_118",250,16,0.0041706763,3
"92",5,1,"conf_118",500,16,7.54e-08,3
"93",5,1,"conf_118",1500,16,9e-10,3
