"","DIM","funcId","ID","runtime","run","f(x)","instance"
"1",30,1,"conf_210",1500,1,34.0210571612,1
"2",30,1,"conf_210",3000,1,11.5614775448,1
"3",30,1,"conf_210",9000,1,2.6119199556,1
"4",30,1,"conf_210",15000,1,2.6119199556,1
"5",30,1,"conf_210",30000,1,2.6119199556,1
"6",30,1,"conf_210",45000,1,2.6119199556,1
"7",30,1,"conf_210",1500,2,34.0210571612,1
"8",30,1,"conf_210",3000,2,11.5614775448,1
"9",30,1,"conf_210",9000,2,2.6119199556,1
"10",30,1,"conf_210",15000,2,2.6119199556,1
"11",30,1,"conf_210",30000,2,2.6119199556,1
"12",30,1,"conf_210",45000,2,2.6119199556,1
"13",30,1,"conf_210",1500,3,34.0210571612,1
"14",30,1,"conf_210",3000,3,11.5614775448,1
"15",30,1,"conf_210",9000,3,2.6119199556,1
"16",30,1,"conf_210",15000,3,2.6119199556,1
"17",30,1,"conf_210",30000,3,2.6119199556,1
"18",30,1,"conf_210",45000,3,2.6119199556,1
"19",30,1,"conf_210",1500,4,34.0210571612,1
"20",30,1,"conf_210",3000,4,11.5614775448,1
"21",30,1,"conf_210",9000,4,2.6119199556,1
"22",30,1,"conf_210",15000,4,2.6119199556,1
"23",30,1,"conf_210",30000,4,2.6119199556,1
"24",30,1,"conf_210",45000,4,2.6119199556,1
"25",30,1,"conf_210",1500,5,34.0210571612,1
"26",30,1,"conf_210",3000,5,11.5614775448,1
"27",30,1,"conf_210",9000,5,2.6119199556,1
"28",30,1,"conf_210",15000,5,2.6119199556,1
"29",30,1,"conf_210",30000,5,2.6119199556,1
"30",30,1,"conf_210",45000,5,2.6119199556,1
"31",30,1,"conf_210",1500,6,34.0210571612,1
"32",30,1,"conf_210",3000,6,11.5614775448,1
"33",30,1,"conf_210",9000,6,2.6119199556,1
"34",30,1,"conf_210",15000,6,2.6119199556,1
"35",30,1,"conf_210",30000,6,2.6119199556,1
"36",30,1,"conf_210",45000,6,2.6119199556,1
"37",30,1,"conf_210",1500,7,34.0210571612,1
"38",30,1,"conf_210",3000,7,11.5614775448,1
"39",30,1,"conf_210",9000,7,2.6119199556,1
"40",30,1,"conf_210",15000,7,2.6119199556,1
"41",30,1,"conf_210",30000,7,2.6119199556,1
"42",30,1,"conf_210",45000,7,2.6119199556,1
"43",30,1,"conf_210",1500,8,34.0210571612,1
"44",30,1,"conf_210",3000,8,11.5614775448,1
"45",30,1,"conf_210",9000,8,2.6119199556,1
"46",30,1,"conf_210",15000,8,2.6119199556,1
"47",30,1,"conf_210",30000,8,2.6119199556,1
"48",30,1,"conf_210",45000,8,2.6119199556,1
"49",30,1,"conf_210",1500,9,34.0210571612,1
"50",30,1,"conf_210",3000,9,11.5614775448,1
"51",30,1,"conf_210",9000,9,2.6119199556,1
"52",30,1,"conf_210",15000,9,2.6119199556,1
"53",30,1,"conf_210",30000,9,2.6119199556,1
"54",30,1,"conf_210",45000,9,2.6119199556,1
"55",30,1,"conf_210",1500,10,34.0210571612,1
"56",30,1,"conf_210",3000,10,11.5614775448,1
"57",30,1,"conf_210",9000,10,2.6119199556,1
"58",30,1,"conf_210",15000,10,2.6119199556,1
"59",30,1,"conf_210",30000,10,2.6119199556,1
"60",30,1,"conf_210",45000,10,2.6119199556,1
"61",30,1,"conf_210",1500,11,32.5421710513,4
"62",30,1,"conf_210",3000,11,26.7333796675,4
"63",30,1,"conf_210",9000,11,8.9856057483,4
"64",30,1,"conf_210",15000,11,4.6685645282,4
"65",30,1,"conf_210",30000,11,4.6685645282,4
"66",30,1,"conf_210",45000,11,4.6685645282,4
"67",30,1,"conf_210",1500,12,32.5421710513,4
"68",30,1,"conf_210",3000,12,26.7333796675,4
"69",30,1,"conf_210",9000,12,8.9856057483,4
"70",30,1,"conf_210",15000,12,4.6685645282,4
"71",30,1,"conf_210",30000,12,4.6685645282,4
"72",30,1,"conf_210",45000,12,4.6685645282,4
"73",30,1,"conf_210",1500,13,32.5421710513,4
"74",30,1,"conf_210",3000,13,26.7333796675,4
"75",30,1,"conf_210",9000,13,8.9856057483,4
"76",30,1,"conf_210",15000,13,4.6685645282,4
"77",30,1,"conf_210",30000,13,4.6685645282,4
"78",30,1,"conf_210",45000,13,4.6685645282,4
"79",30,1,"conf_210",1500,14,32.5421710513,4
"80",30,1,"conf_210",3000,14,26.7333796675,4
"81",30,1,"conf_210",9000,14,8.9856057483,4
"82",30,1,"conf_210",15000,14,4.6685645282,4
"83",30,1,"conf_210",30000,14,4.6685645282,4
"84",30,1,"conf_210",45000,14,4.6685645282,4
"85",30,1,"conf_210",1500,15,32.5421710513,4
"86",30,1,"conf_210",3000,15,26.7333796675,4
"87",30,1,"conf_210",9000,15,8.9856057483,4
"88",30,1,"conf_210",15000,15,4.6685645282,4
"89",30,1,"conf_210",30000,15,4.6685645282,4
"90",30,1,"conf_210",45000,15,4.6685645282,4
"91",30,1,"conf_210",1500,16,32.5421710513,4
"92",30,1,"conf_210",3000,16,26.7333796675,4
"93",30,1,"conf_210",9000,16,8.9856057483,4
"94",30,1,"conf_210",15000,16,4.6685645282,4
"95",30,1,"conf_210",30000,16,4.6685645282,4
"96",30,1,"conf_210",45000,16,4.6685645282,4
"97",30,1,"conf_210",1500,17,32.5421710513,4
"98",30,1,"conf_210",3000,17,26.7333796675,4
"99",30,1,"conf_210",9000,17,8.9856057483,4
"100",30,1,"conf_210",15000,17,4.6685645282,4
"101",30,1,"conf_210",30000,17,4.6685645282,4
"102",30,1,"conf_210",45000,17,4.6685645282,4
"103",30,1,"conf_210",1500,18,32.5421710513,4
"104",30,1,"conf_210",3000,18,26.7333796675,4
"105",30,1,"conf_210",9000,18,8.9856057483,4
"106",30,1,"conf_210",15000,18,4.6685645282,4
"107",30,1,"conf_210",30000,18,4.6685645282,4
"108",30,1,"conf_210",45000,18,4.6685645282,4
"109",30,1,"conf_210",1500,19,32.5421710513,4
"110",30,1,"conf_210",3000,19,26.7333796675,4
"111",30,1,"conf_210",9000,19,8.9856057483,4
"112",30,1,"conf_210",15000,19,4.6685645282,4
"113",30,1,"conf_210",30000,19,4.6685645282,4
"114",30,1,"conf_210",45000,19,4.6685645282,4
"115",30,1,"conf_210",1500,20,32.5421710513,4
"116",30,1,"conf_210",3000,20,26.7333796675,4
"117",30,1,"conf_210",9000,20,8.9856057483,4
"118",30,1,"conf_210",15000,20,4.6685645282,4
"119",30,1,"conf_210",30000,20,4.6685645282,4
"120",30,1,"conf_210",45000,20,4.6685645282,4
"121",30,1,"conf_210",1500,21,40.1320145062,3
"122",30,1,"conf_210",3000,21,20.2616952894,3
"123",30,1,"conf_210",9000,21,3.9053625186,3
"124",30,1,"conf_210",15000,21,3.9053625186,3
"125",30,1,"conf_210",30000,21,3.9053625186,3
"126",30,1,"conf_210",45000,21,3.9053625186,3
"127",30,1,"conf_210",1500,22,40.1320145062,3
"128",30,1,"conf_210",3000,22,20.2616952894,3
"129",30,1,"conf_210",9000,22,3.9053625186,3
"130",30,1,"conf_210",15000,22,3.9053625186,3
"131",30,1,"conf_210",30000,22,3.9053625186,3
"132",30,1,"conf_210",45000,22,3.9053625186,3
"133",30,1,"conf_210",1500,23,40.1320145062,3
"134",30,1,"conf_210",3000,23,20.2616952894,3
"135",30,1,"conf_210",9000,23,3.9053625186,3
"136",30,1,"conf_210",15000,23,3.9053625186,3
"137",30,1,"conf_210",30000,23,3.9053625186,3
"138",30,1,"conf_210",45000,23,3.9053625186,3
"139",30,1,"conf_210",1500,24,40.1320145062,3
"140",30,1,"conf_210",3000,24,20.2616952894,3
"141",30,1,"conf_210",9000,24,3.9053625186,3
"142",30,1,"conf_210",15000,24,3.9053625186,3
"143",30,1,"conf_210",30000,24,3.9053625186,3
"144",30,1,"conf_210",45000,24,3.9053625186,3
"145",30,1,"conf_210",1500,25,40.1320145062,3
"146",30,1,"conf_210",3000,25,20.2616952894,3
"147",30,1,"conf_210",9000,25,3.9053625186,3
"148",30,1,"conf_210",15000,25,3.9053625186,3
"149",30,1,"conf_210",30000,25,3.9053625186,3
"150",30,1,"conf_210",45000,25,3.9053625186,3
"151",30,1,"conf_210",1500,26,40.1320145062,3
"152",30,1,"conf_210",3000,26,20.2616952894,3
"153",30,1,"conf_210",9000,26,3.9053625186,3
"154",30,1,"conf_210",15000,26,3.9053625186,3
"155",30,1,"conf_210",30000,26,3.9053625186,3
"156",30,1,"conf_210",45000,26,3.9053625186,3
"157",30,1,"conf_210",1500,27,40.1320145062,3
"158",30,1,"conf_210",3000,27,20.2616952894,3
"159",30,1,"conf_210",9000,27,3.9053625186,3
"160",30,1,"conf_210",15000,27,3.9053625186,3
"161",30,1,"conf_210",30000,27,3.9053625186,3
"162",30,1,"conf_210",45000,27,3.9053625186,3
"163",30,1,"conf_210",1500,28,40.1320145062,3
"164",30,1,"conf_210",3000,28,20.2616952894,3
"165",30,1,"conf_210",9000,28,3.9053625186,3
"166",30,1,"conf_210",15000,28,3.9053625186,3
"167",30,1,"conf_210",30000,28,3.9053625186,3
"168",30,1,"conf_210",45000,28,3.9053625186,3
"169",30,1,"conf_210",1500,29,40.1320145062,3
"170",30,1,"conf_210",3000,29,20.2616952894,3
"171",30,1,"conf_210",9000,29,3.9053625186,3
"172",30,1,"conf_210",15000,29,3.9053625186,3
"173",30,1,"conf_210",30000,29,3.9053625186,3
"174",30,1,"conf_210",45000,29,3.9053625186,3
"175",30,1,"conf_210",1500,30,40.1320145062,3
"176",30,1,"conf_210",3000,30,20.2616952894,3
"177",30,1,"conf_210",9000,30,3.9053625186,3
"178",30,1,"conf_210",15000,30,3.9053625186,3
"179",30,1,"conf_210",30000,30,3.9053625186,3
"180",30,1,"conf_210",45000,30,3.9053625186,3
"181",30,1,"conf_210",1500,31,29.2196777267,5
"182",30,1,"conf_210",3000,31,29.2196777267,5
"183",30,1,"conf_210",9000,31,1.6562790502,5
"184",30,1,"conf_210",15000,31,1.6562790502,5
"185",30,1,"conf_210",30000,31,1.6562790502,5
"186",30,1,"conf_210",45000,31,1.6562790502,5
"187",30,1,"conf_210",1500,32,29.2196777267,5
"188",30,1,"conf_210",3000,32,29.2196777267,5
"189",30,1,"conf_210",9000,32,1.6562790502,5
"190",30,1,"conf_210",15000,32,1.6562790502,5
"191",30,1,"conf_210",30000,32,1.6562790502,5
"192",30,1,"conf_210",45000,32,1.6562790502,5
"193",30,1,"conf_210",1500,33,29.2196777267,5
"194",30,1,"conf_210",3000,33,29.2196777267,5
"195",30,1,"conf_210",9000,33,1.6562790502,5
"196",30,1,"conf_210",15000,33,1.6562790502,5
"197",30,1,"conf_210",30000,33,1.6562790502,5
"198",30,1,"conf_210",45000,33,1.6562790502,5
"199",30,1,"conf_210",1500,34,29.2196777267,5
"200",30,1,"conf_210",3000,34,29.2196777267,5
"201",30,1,"conf_210",9000,34,1.6562790502,5
"202",30,1,"conf_210",15000,34,1.6562790502,5
"203",30,1,"conf_210",30000,34,1.6562790502,5
