"","DIM","funcId","ID","runtime","run","f(x)","instance"
"1",5,1,"conf_49",250,1,0.0259303605,1
"2",5,1,"conf_49",500,1,0.0003827804,1
"3",5,1,"conf_49",1500,1,9e-10,1
"4",5,1,"conf_49",2500,1,9e-10,1
"5",5,1,"conf_49",5000,1,9e-10,1
"6",5,1,"conf_49",7500,1,9e-10,1
"7",5,1,"conf_49",250,2,0.0259303605,1
"8",5,1,"conf_49",500,2,0.0003827804,1
"9",5,1,"conf_49",1500,2,9e-10,1
"10",5,1,"conf_49",2500,2,9e-10,1
"11",5,1,"conf_49",5000,2,9e-10,1
"12",5,1,"conf_49",7500,2,9e-10,1
"13",5,1,"conf_49",250,3,0.0259303605,1
"14",5,1,"conf_49",500,3,0.0003827804,1
"15",5,1,"conf_49",1500,3,9e-10,1
"16",5,1,"conf_49",2500,3,9e-10,1
"17",5,1,"conf_49",5000,3,9e-10,1
"18",5,1,"conf_49",7500,3,9e-10,1
"19",5,1,"conf_49",250,4,0.0259303605,1
"20",5,1,"conf_49",500,4,0.0003827804,1
"21",5,1,"conf_49",1500,4,9e-10,1
"22",5,1,"conf_49",2500,4,9e-10,1
"23",5,1,"conf_49",5000,4,9e-10,1
"24",5,1,"conf_49",7500,4,9e-10,1
"25",5,1,"conf_49",250,5,0.0259303605,1
"26",5,1,"conf_49",500,5,0.0003827804,1
"27",5,1,"conf_49",1500,5,9e-10,1
"28",5,1,"conf_49",2500,5,9e-10,1
"29",5,1,"conf_49",5000,5,9e-10,1
"30",5,1,"conf_49",7500,5,9e-10,1
"31",5,1,"conf_49",250,6,0.0259303605,1
"32",5,1,"conf_49",500,6,0.0003827804,1
"33",5,1,"conf_49",1500,6,9e-10,1
"34",5,1,"conf_49",2500,6,9e-10,1
"35",5,1,"conf_49",5000,6,9e-10,1
"36",5,1,"conf_49",7500,6,9e-10,1
"37",5,1,"conf_49",250,7,0.0259303605,1
"38",5,1,"conf_49",500,7,0.0003827804,1
"39",5,1,"conf_49",1500,7,9e-10,1
"40",5,1,"conf_49",2500,7,9e-10,1
"41",5,1,"conf_49",5000,7,9e-10,1
"42",5,1,"conf_49",7500,7,9e-10,1
"43",5,1,"conf_49",250,8,0.0259303605,1
"44",5,1,"conf_49",500,8,0.0003827804,1
"45",5,1,"conf_49",1500,8,9e-10,1
"46",5,1,"conf_49",2500,8,9e-10,1
"47",5,1,"conf_49",5000,8,9e-10,1
"48",5,1,"conf_49",7500,8,9e-10,1
"49",5,1,"conf_49",250,9,0.0259303605,1
"50",5,1,"conf_49",500,9,0.0003827804,1
"51",5,1,"conf_49",1500,9,9e-10,1
"52",5,1,"conf_49",2500,9,9e-10,1
"53",5,1,"conf_49",5000,9,9e-10,1
"54",5,1,"conf_49",7500,9,9e-10,1
"55",5,1,"conf_49",250,10,0.0259303605,1
"56",5,1,"conf_49",500,10,0.0003827804,1
"57",5,1,"conf_49",1500,10,9e-10,1
"58",5,1,"conf_49",2500,10,9e-10,1
"59",5,1,"conf_49",5000,10,9e-10,1
"60",5,1,"conf_49",7500,10,9e-10,1
"61",5,1,"conf_49",250,11,0.0252037348,5
"62",5,1,"conf_49",500,11,0.0001459219,5
"63",5,1,"conf_49",1500,11,8e-10,5
"64",5,1,"conf_49",2500,11,8e-10,5
"65",5,1,"conf_49",5000,11,8e-10,5
"66",5,1,"conf_49",7500,11,8e-10,5
"67",5,1,"conf_49",250,12,0.0252037348,5
"68",5,1,"conf_49",500,12,0.0001459219,5
"69",5,1,"conf_49",1500,12,8e-10,5
"70",5,1,"conf_49",2500,12,8e-10,5
"71",5,1,"conf_49",5000,12,8e-10,5
"72",5,1,"conf_49",7500,12,8e-10,5
"73",5,1,"conf_49",250,13,0.0252037348,5
"74",5,1,"conf_49",500,13,0.0001459219,5
"75",5,1,"conf_49",1500,13,8e-10,5
"76",5,1,"conf_49",2500,13,8e-10,5
"77",5,1,"conf_49",5000,13,8e-10,5
"78",5,1,"conf_49",7500,13,8e-10,5
"79",5,1,"conf_49",250,14,0.0252037348,5
"80",5,1,"conf_49",500,14,0.0001459219,5
"81",5,1,"conf_49",1500,14,8e-10,5
"82",5,1,"conf_49",2500,14,8e-10,5
"83",5,1,"conf_49",5000,14,8e-10,5
"84",5,1,"conf_49",7500,14,8e-10,5
"85",5,1,"conf_49",250,15,0.0252037348,5
"86",5,1,"conf_49",500,15,0.0001459219,5
"87",5,1,"conf_49",1500,15,8e-10,5
"88",5,1,"conf_49",2500,15,8e-10,5
"89",5,1,"conf_49",5000,15,8e-10,5
"90",5,1,"conf_49",7500,15,8e-10,5
"91",5,1,"conf_49",250,16,0.0252037348,5
"92",5,1,"conf_49",500,16,0.0001459219,5
"93",5,1,"conf_49",1500,16,8e-10,5
"94",5,1,"conf_49",2500,16,8e-10,5
"95",5,1,"conf_49",5000,16,8e-10,5
"96",5,1,"conf_49",7500,16,8e-10,5
"97",5,1,"conf_49",250,17,0.0252037348,5
"98",5,1,"conf_49",500,17,0.0001459219,5
"99",5,1,"conf_49",1500,17,8e-10,5
"100",5,1,"conf_49",2500,17,8e-10,5
"101",5,1,"conf_49",5000,17,8e-10,5
"102",5,1,"conf_49",7500,17,8e-10,5
"103",5,1,"conf_49",250,18,0.0252037348,5
"104",5,1,"conf_49",500,18,0.0001459219,5
"105",5,1,"conf_49",1500,18,8e-10,5
"106",5,1,"conf_49",2500,18,8e-10,5
"107",5,1,"conf_49",5000,18,8e-10,5
"108",5,1,"conf_49",7500,18,8e-10,5
"109",5,1,"conf_49",250,19,0.0252037348,5
"110",5,1,"conf_49",500,19,0.0001459219,5
"111",5,1,"conf_49",1500,19,8e-10,5
"112",5,1,"conf_49",2500,19,8e-10,5
"113",5,1,"conf_49",5000,19,8e-10,5
"114",5,1,"conf_49",7500,19,8e-10,5
"115",5,1,"conf_49",250,20,0.0252037348,5
"116",5,1,"conf_49",500,20,0.0001459219,5
"117",5,1,"conf_49",1500,20,8e-10,5
"118",5,1,"conf_49",2500,20,8e-10,5
"119",5,1,"conf_49",5000,20,8e-10,5
"120",5,1,"conf_49",7500,20,8e-10,5
"121",5,1,"conf_49",250,21,0.0709451451,4
"122",5,1,"conf_49",500,21,0.0002656257,4
"123",5,1,"conf_49",1500,21,4e-10,4
"124",5,1,"conf_49",2500,21,4e-10,4
"125",5,1,"conf_49",5000,21,4e-10,4
"126",5,1,"conf_49",7500,21,4e-10,4
"127",5,1,"conf_49",250,22,0.0709451451,4
"128",5,1,"conf_49",500,22,0.0002656257,4
"129",5,1,"conf_49",1500,22,4e-10,4
"130",5,1,"conf_49",2500,22,4e-10,4
"131",5,1,"conf_49",5000,22,4e-10,4
"132",5,1,"conf_49",7500,22,4e-10,4
"133",5,1,"conf_49",250,23,0.0709451451,4
"134",5,1,"conf_49",500,23,0.0002656257,4
"135",5,1,"conf_49",1500,23,4e-10,4
"136",5,1,"conf_49",2500,23,4e-10,4
"137",5,1,"conf_49",5000,23,4e-10,4
"138",5,1,"conf_49",7500,23,4e-10,4
"139",5,1,"conf_49",250,24,0.0709451451,4
"140",5,1,"conf_49",500,24,0.0002656257,4
"141",5,1,"conf_49",1500,24,4e-10,4
"142",5,1,"conf_49",2500,24,4e-10,4
"143",5,1,"conf_49",5000,24,4e-10,4
"144",5,1,"conf_49",7500,24,4e-10,4
"145",5,1,"conf_49",250,25,0.0709451451,4
"146",5,1,"conf_49",500,25,0.0002656257,4
"147",5,1,"conf_49",1500,25,4e-10,4
"148",5,1,"conf_49",2500,25,4e-10,4
