,module,dim,budget,acc,f1,acc_d,f1_d
0,elitist,5,250,0.9506628787878789,0.9487392937262891,0.44185606060606064,0.3050641069592507
1,elitist,5,500,0.9287878787878789,0.927016095760407,0.44185606060606064,0.3050641069592507
2,elitist,5,1500,0.8548295454545454,0.8521136084963622,0.44185606060606064,0.3050641069592507
3,elitist,5,2500,0.8852272727272726,0.8809252163996663,0.44185606060606064,0.3050641069592507
4,elitist,5,5000,0.8735795454545455,0.8703239496655858,0.44185606060606064,0.3050641069592507
5,elitist,5,7500,0.8547348484848485,0.8504567400773343,0.44185606060606064,0.3050641069592507
6,elitist,30,1500,0.9785984848484848,0.977456746412698,0.44185606060606064,0.3050641069592507
7,elitist,30,3000,0.9907196969696969,0.9906384390255358,0.44185606060606064,0.3050641069592507
8,elitist,30,9000,0.9598484848484847,0.9587954007739882,0.44185606060606064,0.3050641069592507
9,elitist,30,15000,0.9476325757575758,0.9461433620206441,0.44185606060606064,0.3050641069592507
10,elitist,30,30000,0.9719696969696969,0.971203756061441,0.44185606060606064,0.3050641069592507
11,elitist,30,45000,0.9535037878787879,0.9521550419368449,0.44185606060606064,0.3050641069592507
12,mirrored,5,250,0.5660037878787879,0.5523996381347744,0.25615530303030304,0.13497523253620813
13,mirrored,5,500,0.6026515151515152,0.5874750781330494,0.25615530303030304,0.13497523253620813
14,mirrored,5,1500,0.515530303030303,0.51114665742139,0.25615530303030304,0.13497523253620813
15,mirrored,5,2500,0.4135416666666666,0.3955937931854386,0.25615530303030304,0.13497523253620813
16,mirrored,5,5000,0.43873106060606054,0.4344240177710811,0.25615530303030304,0.13497523253620813
17,mirrored,5,7500,0.39232954545454546,0.38202783663620726,0.25615530303030304,0.13497523253620813
18,mirrored,30,1500,0.6210227272727272,0.6117242110646898,0.25615530303030304,0.13497523253620813
19,mirrored,30,3000,0.6518939393939394,0.6349929087473789,0.25615530303030304,0.13497523253620813
20,mirrored,30,9000,0.43863636363636366,0.43296189248367656,0.25615530303030304,0.13497523253620813
21,mirrored,30,15000,0.46003787878787883,0.44643568244347803,0.25615530303030304,0.13497523253620813
22,mirrored,30,30000,0.3734848484848485,0.36333869897663,0.25615530303030304,0.13497523253620813
23,mirrored,30,45000,0.4384469696969697,0.4086492737713046,0.25615530303030304,0.13497523253620813
24,base_sampler,5,250,0.7040719696969697,0.6843795215203649,0.2527462121212121,0.1336485787217196
25,base_sampler,5,500,0.7378787878787879,0.7290820051137976,0.2527462121212121,0.1336485787217196
26,base_sampler,5,1500,0.6665719696969697,0.6600739196295777,0.2527462121212121,0.1336485787217196
27,base_sampler,5,2500,0.6145833333333333,0.5956999030510046,0.2527462121212121,0.1336485787217196
28,base_sampler,5,5000,0.5432765151515151,0.5303410369810961,0.2527462121212121,0.1336485787217196
29,base_sampler,5,7500,0.506439393939394,0.47296565886673314,0.2527462121212121,0.1336485787217196
30,base_sampler,30,1500,0.6669507575757576,0.6617916329219719,0.2527462121212121,0.1336485787217196
31,base_sampler,30,3000,0.6638257575757576,0.6592920328568637,0.2527462121212121,0.1336485787217196
32,base_sampler,30,9000,0.6490530303030303,0.6454492549398039,0.2527462121212121,0.1336485787217196
33,base_sampler,30,15000,0.6117424242424242,0.5904422061688056,0.2527462121212121,0.1336485787217196
34,base_sampler,30,30000,0.6631628787878788,0.6511025934836584,0.2527462121212121,0.1336485787217196
35,base_sampler,30,45000,0.6850378787878788,0.670765286966027,0.2527462121212121,0.1336485787217196
36,weights_option,5,250,0.6666666666666667,0.6572471528399312,0.253125,0.1340886248519768
37,weights_option,5,500,0.6855113636363637,0.6792090712989219,0.253125,0.1340886248519768
38,weights_option,5,1500,0.546780303030303,0.538693363132184,0.253125,0.1340886248519768
39,weights_option,5,2500,0.5770833333333333,0.5680316345302661,0.253125,0.1340886248519768
40,weights_option,5,5000,0.515435606060606,0.5121369046226587,0.253125,0.1340886248519768
41,weights_option,5,7500,0.5215909090909091,0.5108836381535821,0.253125,0.1340886248519768
42,weights_option,30,1500,0.8733901515151515,0.8681714127329501,0.253125,0.1340886248519768
