,module,dim,budget,acc,f1,acc_d,f1_d
0,elitist,5,250,0.9506628787878789,0.9487173059935229,0.44185606060606064,0.3050641069592507
1,elitist,5,500,0.9139204545454547,0.911717351147533,0.44185606060606064,0.3050641069592507
2,elitist,5,1500,0.8487689393939395,0.8457282388501028,0.44185606060606064,0.3050641069592507
3,elitist,5,2500,0.8144886363636363,0.8089014227391835,0.44185606060606064,0.3050641069592507
4,elitist,5,5000,0.8303030303030303,0.8266808734512766,0.44185606060606064,0.3050641069592507
5,elitist,5,7500,0.8546401515151516,0.8509776987203045,0.44185606060606064,0.3050641069592507
6,elitist,30,1500,0.9600378787878789,0.958945654274503,0.44185606060606064,0.3050641069592507
7,elitist,30,3000,0.9848484848484848,0.9837601750532785,0.44185606060606064,0.3050641069592507
8,elitist,30,9000,0.934564393939394,0.9329495852129218,0.44185606060606064,0.3050641069592507
9,elitist,30,15000,0.965909090909091,0.9648856996967681,0.44185606060606064,0.3050641069592507
10,elitist,30,30000,0.9473484848484848,0.9460019304982612,0.44185606060606064,0.3050641069592507
11,elitist,30,45000,0.962784090909091,0.9620078162782992,0.44185606060606064,0.3050641069592507
12,mirrored,5,250,0.5471590909090909,0.541736536896047,0.25615530303030304,0.13497523253620813
13,mirrored,5,500,0.6114583333333333,0.6042063833992808,0.25615530303030304,0.13497523253620813
14,mirrored,5,1500,0.49962121212121213,0.49330127331452056,0.25615530303030304,0.13497523253620813
15,mirrored,5,2500,0.41998106060606055,0.4157796545597058,0.25615530303030304,0.13497523253620813
16,mirrored,5,5000,0.40123106060606056,0.39665784322532655,0.25615530303030304,0.13497523253620813
17,mirrored,5,7500,0.42026515151515154,0.4113841452269923,0.25615530303030304,0.13497523253620813
18,mirrored,30,1500,0.6209280303030302,0.6091617600947815,0.25615530303030304,0.13497523253620813
19,mirrored,30,3000,0.6367424242424242,0.6185691589455519,0.25615530303030304,0.13497523253620813
20,mirrored,30,9000,0.515814393939394,0.5047507278059777,0.25615530303030304,0.13497523253620813
21,mirrored,30,15000,0.4637310606060606,0.4514696780695794,0.25615530303030304,0.13497523253620813
22,mirrored,30,30000,0.3957386363636364,0.3801238821056699,0.25615530303030304,0.13497523253620813
23,mirrored,30,45000,0.43589015151515154,0.42876978572267144,0.25615530303030304,0.13497523253620813
24,base_sampler,5,250,0.7262310606060607,0.7136573969164268,0.2527462121212121,0.1336485787217196
