,module,dim,budget,acc,f1
0,elitist,5,250,0.44185606060606064,0.3050641069592507
1,elitist,5,500,0.44185606060606064,0.3050641069592507
2,elitist,5,1500,0.44185606060606064,0.3050641069592507
3,elitist,5,2500,0.44185606060606064,0.3050641069592507
4,elitist,5,5000,0.44185606060606064,0.3050641069592507
5,elitist,5,7500,0.44185606060606064,0.3050641069592507
6,elitist,30,1500,0.44185606060606064,0.3050641069592507
7,elitist,30,3000,0.44185606060606064,0.3050641069592507
8,elitist,30,9000,0.44185606060606064,0.3050641069592507
9,elitist,30,15000,0.44185606060606064,0.3050641069592507
10,elitist,30,30000,0.44185606060606064,0.3050641069592507
11,elitist,30,45000,0.44185606060606064,0.3050641069592507
12,mirrored,5,250,0.25615530303030304,0.13497523253620813
13,mirrored,5,500,0.25615530303030304,0.13497523253620813
14,mirrored,5,1500,0.25615530303030304,0.13497523253620813
15,mirrored,5,2500,0.25615530303030304,0.13497523253620813
16,mirrored,5,5000,0.25615530303030304,0.13497523253620813
17,mirrored,5,7500,0.25615530303030304,0.13497523253620813
18,mirrored,30,1500,0.25615530303030304,0.13497523253620813
19,mirrored,30,3000,0.25615530303030304,0.13497523253620813
20,mirrored,30,9000,0.25615530303030304,0.13497523253620813
21,mirrored,30,15000,0.25615530303030304,0.13497523253620813
22,mirrored,30,30000,0.25615530303030304,0.13497523253620813
23,mirrored,30,45000,0.25615530303030304,0.13497523253620813
24,base_sampler,5,250,0.2527462121212121,0.1336485787217196
25,base_sampler,5,500,0.2527462121212121,0.1336485787217196
26,base_sampler,5,1500,0.2527462121212121,0.1336485787217196
27,base_sampler,5,2500,0.2527462121212121,0.1336485787217196
28,base_sampler,5,5000,0.2527462121212121,0.1336485787217196
29,base_sampler,5,7500,0.2527462121212121,0.1336485787217196
30,base_sampler,30,1500,0.2527462121212121,0.1336485787217196
31,base_sampler,30,3000,0.2527462121212121,0.1336485787217196
32,base_sampler,30,9000,0.2527462121212121,0.1336485787217196
33,base_sampler,30,15000,0.2527462121212121,0.1336485787217196
34,base_sampler,30,30000,0.2527462121212121,0.1336485787217196
35,base_sampler,30,45000,0.2527462121212121,0.1336485787217196
36,weights_option,5,250,0.253125,0.1340886248519768
37,weights_option,5,500,0.253125,0.1340886248519768
38,weights_option,5,1500,0.253125,0.1340886248519768
39,weights_option,5,2500,0.253125,0.1340886248519768
40,weights_option,5,5000,0.253125,0.1340886248519768
41,weights_option,5,7500,0.253125,0.1340886248519768
42,weights_option,30,1500,0.253125,0.1340886248519768
43,weights_option,30,3000,0.253125,0.1340886248519768
44,weights_option,30,9000,0.253125,0.1340886248519768
45,weights_option,30,15000,0.253125,0.1340886248519768
46,weights_option,30,30000,0.253125,0.1340886248519768
47,weights_option,30,45000,0.253125,0.1340886248519768
48,local_restart,5,250,0.27755681818181815,0.1443871065595399
49,local_restart,5,500,0.27755681818181815,0.1443871065595399
50,local_restart,5,1500,0.27755681818181815,0.1443871065595399
51,local_restart,5,2500,0.27755681818181815,0.1443871065595399
52,local_restart,5,5000,0.27755681818181815,0.1443871065595399
53,local_restart,5,7500,0.27755681818181815,0.1443871065595399
54,local_restart,30,1500,0.27755681818181815,0.1443871065595399
55,local_restart,30,3000,0.27755681818181815,0.1443871065595399
56,local_restart,30,9000,0.27755681818181815,0.1443871065595399
57,local_restart,30,15000,0.27755681818181815,0.1443871065595399
58,local_restart,30,30000,0.27755681818181815,0.1443871065595399
59,local_restart,30,45000,0.27755681818181815,0.1443871065595399
60,step_size_adaptation,5,250,0.4076704545454545,0.28879152951975273
61,step_size_adaptation,5,500,0.4076704545454545,0.28879152951975273
62,step_size_adaptation,5,1500,0.4076704545454545,0.28879152951975273
63,step_size_adaptation,5,2500,0.4076704545454545,0.28879152951975273
64,step_size_adaptation,5,5000,0.4076704545454545,0.28879152951975273
65,step_size_adaptation,5,7500,0.4076704545454545,0.28879152951975273
66,step_size_adaptation,30,1500,0.4076704545454545,0.28879152951975273
67,step_size_adaptation,30,3000,0.4076704545454545,0.28879152951975273
68,step_size_adaptation,30,9000,0.4076704545454545,0.28879152951975273
69,step_size_adaptation,30,15000,0.4076704545454545,0.28879152951975273
70,step_size_adaptation,30,30000,0.4076704545454545,0.28879152951975273
71,step_size_adaptation,30,45000,0.4076704545454545,0.28879152951975273
