,conf,dim,budget,train_r2,test_r2
0,43,5,250,0.9797444989648134,0.8889120567700595
1,43,5,500,0.942902067227041,0.6306190566942301
2,43,5,1500,0.8951698783141456,0.42068471410979213
3,43,5,2500,0.9257460006148295,0.6161049398287565
4,43,5,5000,0.9346887355580613,0.6472125767270925
5,43,5,7500,0.9432133233062411,0.6713547748921685
6,43,30,1500,0.9872493967454206,0.921392543034969
7,43,30,3000,0.9839282554783064,0.9096980713368978
8,43,30,9000,0.90538231189354,0.6092740032150111
9,43,30,15000,0.9316594491301877,0.5856539029059544
10,43,30,30000,0.9324490772011572,0.6341831047775994
11,43,30,45000,0.9648169259991256,0.8564472364741194
