,conf,dim,budget,train_r2,test_r2
0,287,5,250,0.985467372881649,0.9228903914481792
1,287,5,500,0.9839014625292739,0.9203909524108462
2,287,5,1500,0.9520657700325422,0.7419195237373712
3,287,5,2500,0.9340649455906668,0.664161920398507
4,287,5,5000,0.9533192092907232,0.7189357881497453
5,287,5,7500,0.9432716799816925,0.6623076501272207
6,287,30,1500,0.9918122160731373,0.9589871954871899
7,287,30,3000,0.9860964031898412,0.9334072331531662
8,287,30,9000,0.9796548846490758,0.8703293134322305
9,287,30,15000,0.9575134187234507,0.7235151010349533
10,287,30,30000,0.9450019830327747,0.6781567315729251
11,287,30,45000,0.9551019659715554,0.7106983966145568
