,conf,dim,budget,train_r2,test_r2
0,129,5,250,0.9837617676904422,0.8997446932388999
1,129,5,500,0.9687159444963214,0.8159091477696844
2,129,5,1500,0.9332659990919361,0.6185194798034225
3,129,5,2500,0.9540590434169063,0.7364906452203687
4,129,5,5000,0.9575191110398871,0.7521056592743476
5,129,5,7500,0.9623022271176026,0.7647302881946134
6,129,30,1500,0.990986783752186,0.9436848138167351
7,129,30,3000,0.9847718532493814,0.9263773661330715
8,129,30,9000,0.9705256056756848,0.7795651661085669
9,129,30,15000,0.9791061051625096,0.8925101982023167
10,129,30,30000,0.9735101440705838,0.8572096642271282
11,129,30,45000,0.9745951425310426,0.875671289496078
