,conf,dim,budget,train_r2,test_r2
0,250,5,250,0.9790301597415876,0.8963803081630308
1,250,5,500,0.9819307839297832,0.8895852468660514
2,250,5,1500,0.9141862120955956,0.631275177707676
3,250,5,2500,0.9554084736594864,0.746472922040413
4,250,5,5000,0.9364353397899045,0.6573687170920531
5,250,5,7500,0.9334869914503312,0.663247504212942
6,250,30,1500,0.9894854331196339,0.9439218862001661
7,250,30,3000,0.9857222682209272,0.9185013182927898
8,250,30,9000,0.9800699408783771,0.8573198282544656
9,250,30,15000,0.9642552300306464,0.8037184988213755
10,250,30,30000,0.9523668728385589,0.71516290225462
11,250,30,45000,0.9798460197769601,0.8884137947204298
