,conf,dim,budget,train_r2,test_r2
0,281,5,250,0.9750867225467929,0.8606829463448176
1,281,5,500,0.9676668411460086,0.8473826464637801
2,281,5,1500,0.9600075051261279,0.7561319276090129
3,281,5,2500,0.9616075916394664,0.7594168669885576
4,281,5,5000,0.9847887227467476,0.9165335182481555
5,281,5,7500,0.9838346684125885,0.9053896680284039
6,281,30,1500,0.9905868075271244,0.9557252676747948
7,281,30,3000,0.9864902096084911,0.9340091498064446
8,281,30,9000,0.9865793681108617,0.9043983820466712
9,281,30,15000,0.9736971666615505,0.848629943904181
10,281,30,30000,0.9606475339996073,0.758795560840211
11,281,30,45000,0.9602141532099836,0.7255511718574228
