,conf,dim,budget,train_r2,test_r2
0,120,5,250,0.9856063538934612,0.9243556190424981
1,120,5,500,0.9714779306607738,0.8315132962393068
2,120,5,1500,0.8927422946484045,0.6130851607551825
3,120,5,2500,0.9620714417553081,0.7550543879806721
4,120,5,5000,0.9630455665708693,0.7635444272314731
5,120,5,7500,0.9613369547915352,0.7678364885733554
6,120,30,1500,0.9868345477341265,0.9375093282955811
7,120,30,3000,0.9825022953214878,0.9054317506000272
8,120,30,9000,0.9568447781844996,0.6549932091442995
9,120,30,15000,0.9771665475228339,0.8680681872199176
10,120,30,30000,0.9725261401806087,0.8587233948165511
11,120,30,45000,0.9725146911526569,0.8577411456624165
