,conf,dim,budget,train_r2,test_r2
0,72,5,250,0.8642218711092623,0.5599996807227337
1,72,5,500,0.9768901742847366,0.8760216152697691
2,72,5,1500,0.9448267485725299,0.6895193360446011
3,72,5,2500,0.9652945545786403,0.7711174267803412
4,72,5,5000,0.96884539195468,0.7986151620647405
5,72,5,7500,0.9701112690965397,0.8112376838730736
6,72,30,1500,0.9865211134913778,0.9368968729913141
7,72,30,3000,0.983558300801354,0.9271555086352311
8,72,30,9000,0.9587324338547459,0.7399034055850255
9,72,30,15000,0.9795118807154196,0.8885376470499174
10,72,30,30000,0.9688969907898539,0.8482446430241998
11,72,30,45000,0.9771438239525893,0.8995170916736278
