,conf,dim,budget,train_r2,test_r2
0,201,5,250,0.8240394399946117,0.3344283939996349
1,201,5,500,0.7584046911696661,0.20026025014621274
2,201,5,1500,0.8717730633940018,0.41506855833334344
3,201,5,2500,0.9203832970591115,0.5961872526297629
4,201,5,5000,0.913684970144622,0.593116939726454
5,201,5,7500,0.9396205876258632,0.6148452883727215
6,201,30,1500,0.9888977177615679,0.9318957967107518
7,201,30,3000,0.9854528674798887,0.9135995099162045
8,201,30,9000,0.9763469401787545,0.8802225725594024
9,201,30,15000,0.9497413723714832,0.7774952871916332
10,201,30,30000,0.9674300411654535,0.7861360307852807
11,201,30,45000,0.9611744877704579,0.8258995380886281
