,conf,dim,budget,train_r2,test_r2
0,138,5,250,0.9831739869818985,0.9059330056601841
1,138,5,500,0.9529653862550816,0.7379051702314354
2,138,5,1500,0.9124684428363625,0.6206461122988367
3,138,5,2500,0.9597731322166105,0.7722143842882839
4,138,5,5000,0.964546118432599,0.7920781883192732
5,138,5,7500,0.9626327773020293,0.7790970093030303
6,138,30,1500,0.9875894175029067,0.9328648818376829
7,138,30,3000,0.9824367182535413,0.9151743742598211
8,138,30,9000,0.9489544161248975,0.7005773500049374
9,138,30,15000,0.9576340099628713,0.7420721625283988
10,138,30,30000,0.9732968823736187,0.866847027052678
11,138,30,45000,0.9740193041204055,0.8749896227041545
