,conf,dim,budget,train_r2,test_r2
0,82,5,250,0.9847514341590301,0.9243184717919867
1,82,5,500,0.9745986544607408,0.8750580609244112
2,82,5,1500,0.9326594779236881,0.6403037151235665
3,82,5,2500,0.9617437916057121,0.7642962557346229
4,82,5,5000,0.9660226453146725,0.781909448414569
5,82,5,7500,0.9648991409644951,0.7998179694280214
6,82,30,1500,0.987286695392602,0.9371126982437911
7,82,30,3000,0.984688175995515,0.9265236901508738
8,82,30,9000,0.963522490355496,0.7844478920444647
9,82,30,15000,0.9782076278115047,0.894793527660739
10,82,30,30000,0.9721252774257172,0.857715414607085
11,82,30,45000,0.97878997674871,0.8985529540863879
