,conf,dim,budget,train_r2,test_r2
0,153,5,250,0.9704436690107183,0.8205270552167274
1,153,5,500,0.9158659999996036,0.6332751240326762
2,153,5,1500,0.9074445703298972,0.5317034520953401
3,153,5,2500,0.9481700436883068,0.7114543070273177
4,153,5,5000,0.9518814602991578,0.7360514400678099
5,153,5,7500,0.9527463807917714,0.7440040297187247
6,153,30,1500,0.9889935473957335,0.9336648436246712
7,153,30,3000,0.984465042996342,0.916338631536898
8,153,30,9000,0.959696726952559,0.729938659670488
9,153,30,15000,0.9818197194269388,0.903480121979985
10,153,30,30000,0.973622219928524,0.8584587144182855
11,153,30,45000,0.9692832105745204,0.8523749168638896
