,conf,dim,budget,train_r2,test_r2
0,258,5,250,0.9111568520954536,0.6410854756864681
1,258,5,500,0.926702056894696,0.5643757406175625
2,258,5,1500,0.8908851376608545,0.31183239817201686
3,258,5,2500,0.8762810084647199,0.45682619566928545
4,258,5,5000,0.9178854613099942,0.684574439845604
5,258,5,7500,0.926381208601818,0.7143791557413005
6,258,30,1500,0.9793262863436288,0.9085642959630226
7,258,30,3000,0.988609741335155,0.9355357598545438
8,258,30,9000,0.98817655280656,0.9328156269479944
9,258,30,15000,0.9812569190377112,0.9095337113882745
10,258,30,30000,0.9827897526113463,0.9107543508962976
11,258,30,45000,0.9833959442289217,0.9109066408957534
