,conf,dim,budget,train_r2,test_r2
0,221,5,250,0.8769722791687204,0.5146660696445966
1,221,5,500,0.9825811886197038,0.8953768112400319
2,221,5,1500,0.9457749238432207,0.714448620032102
3,221,5,2500,0.9524099262174147,0.7028686792800866
4,221,5,5000,0.9441096959634354,0.6758021475943459
5,221,5,7500,0.9424474770199284,0.6480864203529906
6,221,30,1500,0.9913996589179572,0.9522813307640619
7,221,30,3000,0.9854231979850111,0.9307947682217259
8,221,30,9000,0.9861598143183284,0.9101133899941963
9,221,30,15000,0.948337460062411,0.761515381842071
10,221,30,30000,0.9573965996760082,0.7084774713416915
11,221,30,45000,0.9707759006771145,0.8453970541904875
