,conf,dim,budget,train_r2,test_r2
0,132,5,250,0.9846279506956046,0.9263282416077452
1,132,5,500,0.9662392651966322,0.7977447373705774
2,132,5,1500,0.8990689109864627,0.6336076346245378
3,132,5,2500,0.9590023129982079,0.7729893641737864
4,132,5,5000,0.9674167425867412,0.8113926953932245
5,132,5,7500,0.968349874471178,0.8153514802306056
6,132,30,1500,0.9873174907719896,0.9321679642235006
7,132,30,3000,0.9855082146588527,0.9188837328628126
8,132,30,9000,0.9860184398705787,0.9119671352051094
9,132,30,15000,0.9789010971144997,0.8754414720737833
10,132,30,30000,0.964402861003569,0.8436607585216407
11,132,30,45000,0.976037282354633,0.8908003807774414
