,conf,dim,budget,train_r2,test_r2
0,302,5,250,0.8839537432843494,0.5925991856380227
1,302,5,500,0.9724261176092664,0.8333901579875718
2,302,5,1500,0.9373728628900132,0.6232541636668778
3,302,5,2500,0.9516610829956502,0.730966888110904
4,302,5,5000,0.9444297912505679,0.6933740496978174
5,302,5,7500,0.946627269997595,0.7014058881105589
6,302,30,1500,0.9885819862600627,0.9416678146497702
7,302,30,3000,0.9862965423386056,0.923559839420582
8,302,30,9000,0.9813704992932728,0.8845938089861815
9,302,30,15000,0.9568969928918406,0.7894833660622667
10,302,30,30000,0.9441335939840225,0.7202319816757992
11,302,30,45000,0.9793753415826532,0.8742507083975066
