,conf,dim,budget,train_r2,test_r2
0,148,5,250,0.9720868467722894,0.8508272251392327
1,148,5,500,0.9449849272944266,0.6437678393272037
2,148,5,1500,0.9062229795936476,0.456466829273832
3,148,5,2500,0.9228610660182882,0.5740622833794574
4,148,5,5000,0.9199131862413281,0.592168489121527
5,148,5,7500,0.9252647796238314,0.6089829055845084
6,148,30,1500,0.9877696602351204,0.9332749569570327
7,148,30,3000,0.981995855181278,0.9059642128359883
8,148,30,9000,0.9629337325906617,0.7605225223152224
9,148,30,15000,0.9433789807257765,0.6493098591635723
10,148,30,30000,0.9635386156676713,0.8553734013099149
11,148,30,45000,0.9663091951906855,0.8195196815822495
