,conf,dim,budget,train_r2,test_r2
0,209,5,250,0.8564466935040743,0.5760002941679983
1,209,5,500,0.884773767092373,0.49717816651500507
2,209,5,1500,0.9290721147301756,0.5337630329898836
3,209,5,2500,0.8360872219502868,0.2627998561064172
4,209,5,5000,0.8604500120719851,0.3106829710593684
5,209,5,7500,0.9093435943451832,0.41126014721251786
6,209,30,1500,0.983295268863503,0.9085426373555576
7,209,30,3000,0.9824827991073031,0.8792049842735
8,209,30,9000,0.9834255682678373,0.9002266644998841
9,209,30,15000,0.9782225813522111,0.8666368092592819
10,209,30,30000,0.9668837094048486,0.8415755800327324
11,209,30,45000,0.9771578879102829,0.8308872186468573
