,conf,dim,budget,train_r2,test_r2
0,84,5,250,0.9812038634702533,0.8916655513125272
1,84,5,500,0.9574850570897901,0.7789696434871004
2,84,5,1500,0.9239849734931367,0.5852320961154117
3,84,5,2500,0.9537020391557529,0.6958826144318275
4,84,5,5000,0.937623205683287,0.7346340375529845
5,84,5,7500,0.9523247115607442,0.739370835850799
6,84,30,1500,0.9876845424650229,0.9321205439367463
7,84,30,3000,0.983735623769945,0.9177995333879394
8,84,30,9000,0.9637864092717792,0.7883085741181397
9,84,30,15000,0.972288663363301,0.8594804696262679
10,84,30,30000,0.9723538900319726,0.8585790041385553
11,84,30,45000,0.9720478643062433,0.863289971208979
