,conf,dim,budget,train_r2,test_r2
0,270,5,250,0.8608921682412966,0.3854338655876994
1,270,5,500,0.9825935329490537,0.9209505168806065
2,270,5,1500,0.9527911748784273,0.7393937792602362
3,270,5,2500,0.964378094537131,0.819253429480845
4,270,5,5000,0.9687204832116045,0.8232798913335057
5,270,5,7500,0.97148203060209,0.8519248267706538
6,270,30,1500,0.988607006611347,0.937640504556415
7,270,30,3000,0.9826782669682498,0.9004187295472803
8,270,30,9000,0.9818713612491916,0.8944017363828042
9,270,30,15000,0.9588132221750969,0.7883892234607665
10,270,30,30000,0.9533835966874442,0.7575522824992033
11,270,30,45000,0.9900697772760634,0.9422636991906508
