,conf,dim,budget,train_r2,test_r2
0,239,5,250,0.8349416376017642,0.5264247548007951
1,239,5,500,0.9775124563457357,0.8848164375171568
2,239,5,1500,0.9027732856576998,0.6244139764401376
3,239,5,2500,0.9326507358432904,0.6399143428376581
4,239,5,5000,0.938529889376771,0.6537886583126811
5,239,5,7500,0.9362605243282506,0.6346346924655603
6,239,30,1500,0.9914418178521593,0.9562844397121475
7,239,30,3000,0.986145425343711,0.9274898804943353
8,239,30,9000,0.9847436932578659,0.9181257089158763
9,239,30,15000,0.9532693411996039,0.8177808125747468
10,239,30,30000,0.9580384398908398,0.73225376225064
11,239,30,45000,0.9557273491585339,0.7773879683142486
