,conf,dim,budget,train_r2,test_r2
0,145,5,250,0.9803201233984679,0.8950624609034067
1,145,5,500,0.9800052800480866,0.8916240665497822
2,145,5,1500,0.9265570070829849,0.6499618239477001
3,145,5,2500,0.9489354089334263,0.7785792823570026
4,145,5,5000,0.9606005705420259,0.8111327612866033
5,145,5,7500,0.9604866785563818,0.8158397732213029
6,145,30,1500,0.9894556198734437,0.9354152253273853
7,145,30,3000,0.9824175579880989,0.9129963919129919
8,145,30,9000,0.9519885776275127,0.6539585620016597
9,145,30,15000,0.9860354284946288,0.9282286095825707
10,145,30,30000,0.9749885057123009,0.8798291451848949
11,145,30,45000,0.9686423950675767,0.8641017619034006
