,conf,dim,budget,train_r2,test_r2
0,15,5,250,0.9877847309405137,0.9250525491347983
1,15,5,500,0.9771325203754943,0.9056060527323992
2,15,5,1500,0.9393881804332412,0.6465292274156573
3,15,5,2500,0.9645245541030135,0.8259216888145641
4,15,5,5000,0.9675811303741184,0.8316088914665188
5,15,5,7500,0.953824271262134,0.8077956878465393
6,15,30,1500,0.9915638414948699,0.941376222389632
7,15,30,3000,0.9865705086038759,0.9371208029549146
8,15,30,9000,0.9680879012607108,0.840253165722243
9,15,30,15000,0.978631116135005,0.8945839548674727
10,15,30,30000,0.9715952332973057,0.8684833214327806
11,15,30,45000,0.9728261565685346,0.8584103710930615
